Standard_Author	Preprints	Score	Rank
Diego Gomez	1	1	29388
Diego Jarquin	1	2	17764
Diego Lin	1	1	29388
Diego Mallo	1	5	4631
Diego Martinez	1	3	12013
Diego Mateos	1	2	17764
Diego Medina	1	1	29388
Diego Miranda-Saavedra	1	1	29388
Diego Oyarzun	1	2	17764
Diego Ramirez	1	1	29388
Diego Riano-Pachon	1	2	17764
Diego Santos-Garcia	2	6	3650
Diego Sona	1	3	12013
Diego Villar	1	1	29388
Diego Vozzi	1	3	12013
Diego Wengier	1	2	17764
Diego de la Rosa	1	1	29388
Diego di Bernardo	1	1	29388
Dieter Beule	1	2	17764
Dieter Flesch-Janys	1	2	17764
Dieter Gauck	1	5	4631
Dieter Glaser	1	2	17764
Dieter Soll	1	1	29388
Dieter Wildenauer	1	2	17764
Diethard Tautz	4	13	865
Diether Lambrechts	1	2	17764
Dietmar Rieder	2	10	1419
Dieudonnee van de Willige	1	1	29388
Dieval Guizelini	1	3	12013
Dig Mahat	1	3	12013
Digby Quested	1	2	17764
Digna Edwards	1	2	17764
Digvijay Singh	1	1	29388
Dijun Chen	1	2	17764
Dilbar Dalimova	1	5	4631
Dileep Verma	1	1	29388
Diljot Grewal	1	1	29388
Dillon Barker	1	2	17764
Dillon Muth	1	5	4631
Dilmurat Yusuf	1	2	17764
Dima Shepelyansky	1	2	17764
Dimitra Tsavachidou	2	4	10491
Dimitre Simeonov	1	1	29388
Dimitri Abramov	1	1	29388
Dimitri Desvillechabrol	1	3	12013
Dimitri Kullman	1	1	29388
Dimitri Kullmann	1	2	17764
Dimitri Probst	1	2	17764
Dimitri Svistunenko	1	1	29388
Dimitri Yatsenko	1	5	4631
Dimitrii Tanese	1	1	29388
Dimitrios Botskaris	1	2	17764
Dimitrios Evangelopoulos	1	1	29388
Dimitrios Pantazis	5	10	1419
Dimitrios Papadopoulos	1	2	17764
Dimitrios Stamatis	1	2	17764
Dimitris Dikeos	2	4	10491
Dimitris Mylonas	1	1	29388
Dimitris Polychronopoulos	1	2	17764
Dimitris Rizopoulos	1	1	29388
Dimitris Samaras	1	3	12013
Dimitry Semikoz	1	2	17764
Dimitry Tegunov	1	5	4631
Dimpy Ghosh	2	4	10491
Dimtry Ter-Ovanesyan	1	1	29388
Dina Dajani	1	2	17764
Dina DeSousa	1	2	17764
Dina Mistry	1	1	29388
Dina Popova	1	1	29388
Dina Popovic	1	2	17764
Dina Raats	1	5	4631
Dina Zielinski	4	11	1203
Dinakar Salunke	1	1	29388
Dincer Goksuluk	1	1	29388
Dinesh Soares	1	1	29388
Ding Wang	1	2	17764
Ding YANG	1	2	17764
DingDing Fan	1	5	4631
Dingqiao Wen	1	2	17764
Dino Blazeka	1	3	12013
Dino Jolic	1	2	17764
Dino Osmanovic	1	1	29388
Dino van Dissel	1	1	29388
Dinora Lopes	1	2	17764
Dinu Albeanu	2	6	3650
Diogo Magnani	1	2	17764
Diogo Melo	1	3	12013
Diogo Meyer	3	6	3650
Diogo Provete	2	5	4631
Diogo Santos-Pata	1	1	29388
Diogo Tschoeke	1	3	12013
Dion Devey	1	3	12013
Dion Loy	1	1	29388
Dionysios Antonopoulos	1	2	17764
Dipali Gupta	1	5	4631
Dipanjan Roy	1	1	29388
Dipanwita Roy	1	2	17764
Dirk Bucher	1	5	4631
Dirk Bumann	1	3	12013
Dirk Inze	1	2	17764
Dirk Metzler	1	1	29388
Dirk Ostwald	1	3	12013
Dirk Paul	1	3	12013
Dirk Smit	1	1	29388
Dirk Vieregg	1	2	17764
Dirk Walther	2	4	10491
Dirk van den Boom	1	1	29388
Dirk-Dominic Dolle	1	3	12013
Dirk-Jan Valkenburg	1	2	17764
Dirson Li	3	3	12013
Ditte Demontis	1	2	17764
Divya Pattabiraman	1	2	17764
Divya Sivaraman	1	3	12013
Divyansh Apurva	1	2	17764
Divyesh Joshi	1	1	29388
Diwakar Shukla	1	5	4631
Diwakar Singh	1	1	29388
Diya Sen	1	5	4631
Diyendo Massilani	1	1	29388
Djamel Nehar-Belaid	1	3	12013
Djampa Kozlowski	1	3	12013
Djie Thung	1	3	12013
Djordje Bajic	2	10	1419
Dmitri Nusinow	2	4	10491
Dmitri Parkhomchuk	1	5	4631
Dmitri Pervouchine	1	3	12013
Dmitri Petrov	20	47	25
Dmitri Rozmanov	1	1	29388
Dmitri Svergun	1	3	12013
Dmitrii Miagkov	1	5	4631
Dmitrii Paniukov	1	5	4631
Dmitrii Sukhinin	1	3	12013
Dmitrij Turaev	1	5	4631
Dmitriy Boll	1	5	4631
Dmitriy Chudakov	1	1	29388
Dmitriy Karpov	1	1	29388
Dmitry Afonnikov	1	3	12013
Dmitry Alexeev	2	6	3650
Dmitry Andreev	1	5	4631
Dmitry Antipov	1	1	29388
Dmitry Chebotarov	1	3	12013
Dmitry Filatov	1	1	29388
Dmitry Fishman	1	2	17764
Dmitry Ischenko	1	5	4631
Dmitry Kaluzhny	1	5	4631
Dmitry Karpov	1	5	4631
Dmitry Kuznetsov	1	5	4631
Dmitry Prokopenko	2	6	3650
Dmitry Pushkarev	2	4	10491
Dmitry Sokov	1	5	4631
Dmitry Torchinsky	2	6	3650
Dmitry Verbenko	1	3	12013
Dmitry Zendrikov	1	1	29388
Dmitry Zlenko	1	1	29388
Dmytro Lituiev	1	2	17764
Dmytro Lytvyn	1	1	29388
Dnyaneshwar Kadam	1	1	29388
Do-Hyun Nam	1	1	29388
Dobril Ivanov	1	1	29388
Dobromir Rahnev	2	10	1419
Dogan Corus	1	2	17764
Doil Choi	1	3	12013
Dollie Lajoie	1	2	17764
Dolores Deregibus	1	5	4631
Dolores Gonzalez-Moron	1	2	17764
Dolores Gutierrez-Alanis	1	3	12013
Dolores Hambardzumyan	1	1	29388
Dolores Piperno	1	1	29388
Dolors Vaque	1	2	17764
Dolph Schluter	1	3	12013
Domenica Ippolito	1	2	17764
Domenica Wilfling	1	5	4631
Domenico Russo	1	2	17764
Domenico Savio	1	2	17764
Domhnall McHugh	1	3	12013
Dominic Akandwanaho	1	5	4631
Dominic Bennett	1	3	12013
Dominic Camperchioli	1	1	29388
Dominic Didiano	1	1	29388
Dominic Evans	1	1	29388
Dominic Gosejacob	1	1	29388
Dominic Holland	2	8	2314
Dominic Job	1	3	12013
Dominic Kwiatkowski	7	19	369
Dominic McMullan	1	3	12013
Dominic Mills	1	2	17764
Dominic Pinel	1	2	17764
Dominic Shuttleworth	2	4	10491
Dominic Thyagarajan	1	5	4631
Dominic Waithe	2	5	4631
Dominic Wright	1	1	29388
Dominick Laddy	1	1	29388
Dominik Begerow	1	1	29388
Dominik Ettlin	1	1	29388
Dominik Grimm	1	2	17764
Dominik Jedlinski	1	1	29388
Dominik Kaczorowski	2	6	3650
Dominik Laetsch	2	8	2314
Dominik Luntzer	1	1	29388
Dominik Schrempf	2	4	10491
Dominik Schwudke	3	4	10491
Dominik Strapagiel	2	4	10491
Dominik Wodarz	1	5	4631
Dominika Wokolorczyk	1	1	29388
Dominika Wolanska	1	5	4631
Dominique Barry-Etienne	1	1	29388
Dominique Bellet	1	3	12013
Dominique Bergmann	1	2	17764
Dominique Campion	1	2	17764
Dominique Delsate	1	2	17764
Dominique Fasel	1	3	12013
Dominique Gravel	11	46	28
Dominique Lavenier	2	7	2850
Dominique Martin	1	5	4631
Dominique Mouchiroud	1	3	12013
Dominique Pontier	1	1	29388
Dominique Pritchett	1	1	29388
Dominique Quinque	1	1	29388
Dominique Rasoloson	1	5	4631
Dominique Schneider	1	1	29388
Dominique Schols	1	1	29388
Dominique Vesin	1	1	29388
Dominique Vuvan	1	1	29388
Dominique Zosso	1	2	17764
Dominique de Quervain	2	6	3650
Domino Joyce	1	5	4631
Domitilla Del Vecchio	6	13	865
Domnic Kwiatkowski	1	2	17764
Domonbabele Hien	1	1	29388
Domonik Domanski	1	2	17764
Don Conrad	1	2	17764
Don Cowan	1	5	4631
Don Jones	1	2	17764
Don Klinkenberg	1	1	29388
Don Lamb	1	5	4631
Don Sin	2	4	10491
Don Zack	1	1	29388
Dona Foster	1	3	12013
Donal Fellows	1	3	12013
Donald Baird	1	2	17764
Donald Black	1	2	17764
Donald Burke	1	2	17764
Donald Conrad	3	7	2850
Donald Falk	1	5	4631
Donald Forsdyke	1	2	17764
Donald Fox	1	1	29388
Donald Freed	1	3	12013
Donald Gardiner	1	1	29388
Donald Geman	1	3	12013
Donald Grant	1	3	12013
Donald Hagler	1	3	12013
Donald Harms	1	1	29388
Donald Hunt	1	1	29388
Donald Kohn	2	3	12013
Donald Kramer	1	2	17764
Donald Land	2	5	4631
Donald Lyall	3	3	12013
Donald MacIntyre	1	2	17764
Donald Masquelier	1	1	29388
Donald McCarty	1	3	12013
Donald McPhail	1	1	29388
Donald Metcalf	1	1	29388
Donald Moerman	1	5	4631
Donald Pfaff	1	1	29388
Donald Rio	1	1	29388
Donald Sheppard	2	2	17764
Donald Smith	1	3	12013
Donald Stapleton	1	5	4631
Donald Waller	4	5	4631
Donald Yergeau	1	3	12013
Donald Zack	1	2	17764
Donat Agosti	1	5	4631
Donata Luiselli	1	1	29388
Donate Weghorn	1	1	29388
Donatella Canella	1	3	12013
Donatien Chedom-Fotso	1	3	12013
Dong Cha	1	1	29388
Dong Fang	1	1	29388
Dong Kim	1	2	17764
Dong Li	3	6	3650
Dong Son	2	6	3650
Dong Tam	1	2	17764
Dong Wang	1	1	29388
Dong Yoon	1	1	29388
Dong Zhang	1	1	29388
Dong-Dong Wu	1	1	29388
Dong-Hoon Lee	1	5	4631
Dong-Hwan Choe	1	2	17764
Dong-Pyo Hong	3	4	10491
Dong-Yeon Cho	2	5	4631
Dong-Young Noh	1	2	17764
Dong-Yup Lee	1	2	17764
Dongchan Yang	1	3	12013
Dongfang Wang	1	1	29388
Donghao Zhang	1	3	12013
Donghuan Lu	1	3	12013
Donghui Li	1	2	17764
Donghyeon Yu	1	1	29388
Donghyuk Kim	1	1	29388
Donghyung Lee	2	4	10491
Dongil Chung	1	2	17764
Dongjae Kim	1	3	12013
Donglei Hu	4	14	767
Donglei Zhang	1	2	17764
Dongmei Yu	3	10	1419
Dongni Wang	1	3	12013
Dongsheng Li	1	2	17764
Dongsheng Lu	1	2	17764
Dongteng Liu	1	1	29388
Dongwan Kang	3	8	2314
Dongxiang Xia	1	1	29388
Dongxin Lin	1	2	17764
Dongya Jia	2	3	12013
Dongyang Li	1	1	29388
Dongying Gao	1	5	4631
Dongyu Ma	1	3	12013
Donna Bates	1	1	29388
Donna Brickner	1	3	12013
Donna De-Silva	1	2	17764
Donna Karolchik	1	3	12013
Donna Kridelbaugh	1	2	17764
Donna Lehman	1	5	4631
Donna Martin	1	2	17764
Donna McPhie	1	2	17764
Donna Muzny	2	6	3650
Donna Petersen	1	1	29388
Donnelly West	1	2	17764
Donovan Watza	2	2	17764
Dor Salomon	1	1	29388
Dora Angelaki	1	5	4631
Dora Hermes	1	2	17764
Dorcas Brown	2	4	10491
Dorcas O'Rourke	1	2	17764
Dorcus Gemenet	1	5	4631
Doreen Ware	6	15	603
Dorian Feistel	1	1	29388
Dorian Florescu	2	10	1419
Dorian Garrick	2	4	10491
Dorien Coray	1	1	29388
Dorien Daneels	1	2	17764
Dorine Sichien	1	1	29388
Doris Bachtrog	3	4	10491
Doris Heinrich	1	1	29388
Doris Koubek	1	2	17764
Doris Richter	1	3	12013
Doris Stockl	1	2	17764
Dorit Avni	1	2	17764
Dorit Ben-Shachar	1	2	17764
Dorit Hanein	1	3	12013
Dorit Kliemann	1	2	17764
Dorjsuren Battogtokh	1	3	12013
Doron Betel	2	10	1419
Doron Lemze	1	2	17764
Dorota Wloga	1	1	29388
Dorothea Heimeier	1	2	17764
Dorothee Auer	1	1	29388
Dorothee Berthold	1	1	29388
Dorothee Diogo	1	2	17764
Dorothee Drucker	2	2	17764
Dorothee Grumann	1	2	17764
Dorothee Raoux-Barbot	1	2	17764
Dorothee Soglio	1	1	29388
Dorothy Overington	1	1	29388
Dorret Boomsma	13	22	256
Dorte Janussen	1	3	12013
Dorte Mueller	1	3	12013
Dou-Shuan Yang	1	3	12013
Douda Bensasson	2	5	4631
Doug Baughman	1	2	17764
Doug Bjelland	1	2	17764
Doug Boyer	1	2	17764
Doug Soltis	1	5	4631
Doug Speed	3	4	10491
Doug Stryke	2	4	10491
Douglas Bjelland	1	2	17764
Douglas Blackwood	4	9	2005
Douglas Botkin	2	4	10491
Douglas Browning	1	2	17764
Douglas Carmean	1	1	29388
Douglas Covey	1	5	4631
Douglas Dahlbeck	1	1	29388
Douglas Drury	2	3	12013
Douglas Easton	3	4	10491
Douglas Fitts	1	1	29388
Douglas Fowler	1	5	4631
Douglas Greer	1	2	17764
Douglas Greve	1	1	29388
Douglas Harwood	2	10	1419
Douglas Hilton	1	1	29388
Douglas Holmyard	1	1	29388
Douglas Kell	6	27	153
Douglas Kellogg	2	6	3650
Douglas Kim	1	2	17764
Douglas Knipple	1	2	17764
Douglas Koshland	1	1	29388
Douglas Levinson	4	8	2314
Douglas McQuiggan	1	3	12013
Douglas Nitz	3	3	12013
Douglas Porter	1	2	17764
Douglas Renfrew	1	1	29388
Douglas Ruden	1	1	29388
Douglas Ruderfer	4	13	865
Douglas Rusch	1	1	29388
Douglas Russell	1	5	4631
Douglas Schaefer	1	1	29388
Douglas Schultz	2	4	10491
Douglas Scofield	6	11	1203
Douglas Smith	2	4	10491
Douglas Watts	1	3	12013
Douglas Weibel	1	1	29388
Douglas Williamson	1	3	12013
Douglas Woods	1	2	17764
Douglas Yu	6	9	2005
Dounia Saleh	1	2	17764
Douwe Postma	2	6	3650
Dov Inbar	1	3	12013
Dov Stekel	1	2	17764
Doyeon Kim	2	10	1419
Doyle Coyne	1	1	29388
Draga Toncheva	1	2	17764
Dragan Svrakic	1	2	17764
Dragana Josifova	1	3	12013
Dragana Trifunovic	1	2	17764
Dragana Vuckovic	1	2	17764
Dragony Fu	1	1	29388
Dragos Zaharescu	3	6	3650
Drashti Dave	1	1	29388
Draulio de Araujo	2	3	12013
Drew Bradbury	1	2	17764
Drew Endy	4	11	1203
Drew Jones	1	3	12013
Drew Landis	1	5	4631
Drew Parker	1	2	17764
Drew Sellers	1	1	29388
Drew Wham	1	2	17764
Drew Wood	1	1	29388
Dries Bonte	5	7	2850
Dries De Maeyer	1	5	4631
Dries Rombaut	1	2	17764
Dror Aizenbud	1	5	4631
Dror Cohen	1	3	12013
Dror Moran	1	3	12013
Du Juan	1	2	17764
Duane Moser	1	1	29388
Duane Nykamp	1	5	4631
Duane Peltzer	1	1	29388
Duarte Antunes	1	2	17764
Duc-Cuong Dang	1	2	17764
Duccio Cavalieri	1	2	17764
Duccio Malinverni	2	4	10491
Dunarel Badescu	1	5	4631
Duncan Astle	2	8	2314
Duncan Crombie	1	2	17764
Duncan Greig	1	1	29388
Duncan Irschick	1	5	4631
Duncan Maskell	1	5	4631
Duncan Nall	1	1	29388
Duncan Odom	3	10	1419
Duncan Sayer	1	5	4631
Duncan Smith	1	2	17764
Duncan Sousa	1	1	29388
Dunia Del Carpio	2	5	4631
Dunja Bruder	1	2	17764
Duo Jiang	1	3	12013
Duo Yin	1	2	17764
Duong Thuy	1	2	17764
Duoru Lin	1	3	12013
Durafshan Syed	1	3	12013
Durga Attili	1	5	4631
Durgadas Kasbekar	2	3	12013
Dusan Jesensek	3	6	3650
Dusan Popovic	1	2	17764
Duschinka Guedes	1	1	29388
Dushanka-Christina Urem-Kotsou	1	1	29388
Dushyanth Jyothi	3	9	2005
Dusica Vidovic	1	1	29388
Dusko Ehrlich	1	2	17764
Dustin Brisson	1	2	17764
Dustin Eilert	1	1	29388
Dustin Machi	1	2	17764
Dustin Scheinost	1	3	12013
Dustin Schones	1	1	29388
Duy Thanh	3	6	3650
Duy Tran	1	1	29388
Duy Truong	2	6	3650
Dvir Aran	1	3	12013
Dwight Nissley	1	1	29388
Dwueng-Chwuan Jhwueng	1	1	29388
Dyah Perwitasari-Farajallah	1	1	29388
Dyche Mullins	1	2	17764
Dylan Bergen	1	2	17764
Dylan Braun	1	3	12013
Dylan Childs	1	2	17764
Dylan Chivian	1	5	4631
Dylan Green	1	2	17764
Dylan Hungate	1	3	12013
Dylan Kelley	1	2	17764
Dylan Kelly	1	3	12013
Dylan Lynch	1	2	17764
Dylan Marks	1	2	17764
Dylan Muir	2	4	10491
Dylan Siniard	2	3	12013
Dylan Spalding	1	2	17764
Dylan Taatjes	1	1	29388
Dylan Udy	2	2	17764
Dylan Williams	1	1	29388
Dylan Wood	1	5	4631
Dylan de Vries	1	3	12013
Dylana Wilhelm	1	2	17764
E Bebin	1	2	17764
E Smith	2	8	2314
E. Ahmed	1	2	17764
E. Alves	1	1	29388
E. Bennett	2	2	17764
E. Bigg	1	2	17764
E. Dixon	1	2	17764
E. Faber	1	3	12013
E. Gorostiza	1	2	17764
E. Houseman	1	2	17764
E. Husband	1	2	17764
E. Kehoe	1	2	17764
E. Lane	1	1	29388
E. Mammadova-Bach	1	1	29388
E. Pencreach	1	1	29388
E. Ward	1	1	29388
E. Wassman	1	1	29388
E.J. Chichilnisky	2	2	17764
EJ Chichilnisky	1	2	17764
EUGENIO BORTOLINI	1	1	29388
Eadaoin Harney	4	9	2005
Eadbhard O'Callaghan	1	2	17764
Eamon Byrne	1	5	4631
Eamon O'Dea	1	5	4631
Eamon Winship	1	1	29388
Eamonn Gaffney	1	1	29388
Eamonn Maher	2	7	2850
Eamonn Mallon	7	23	227
Eamonn Sheridan	2	5	4631
Easan Sivaniah	1	1	29388
Eben Kenah	1	3	12013
Ebrahim Azizi	1	5	4631
Ebru Kaymak	1	3	12013
Ebtesam Nafie	1	2	17764
Ebubekir Inan	2	2	17764
Eckard Wimmer	1	1	29388
Eckart Voland	1	5	4631
Eco de Geus	4	6	3650
Ed Boyden	1	1	29388
Ed Bullmore	1	5	4631
Ed Chalstrey	1	3	12013
Ed Hall	3	6	3650
Ed Lein	2	4	10491
Ed Lezcano	1	2	17764
Ed Reznik	5	17	473
Edan Foley	4	20	318
Edden Gerber	2	3	12013
Eddy Arnold	1	1	29388
Eddy Maher	1	3	12013
Eddy de Boer	1	3	12013
Eden Ozer	1	2	17764
Eder Kikianty	1	5	4631
Ederlyn Atienza	1	3	12013
Edgar Buhl	1	3	12013
Edgar Buttner	1	3	12013
Edgar Galindo-Leon	2	2	17764
Edgar Gutierrez	2	6	3650
Edgar Huitema	1	2	17764
Edgar Klenske	1	2	17764
Edgar Kopp	2	4	10491
Edgar Medina	1	2	17764
Edgar Otto	1	3	12013
Edgar Petru	1	2	17764
Edgar Spalding	2	8	2314
Edgar Walker	1	5	4631
Edinson Moreno	1	1	29388
Edisa Albino	1	2	17764
Edison Carvalho	1	1	29388
Edison Diaz-Alvarez	1	2	17764
Edison Durigon	2	3	12013
Edith Acosta-Segovia	1	2	17764
Edith Bougama	1	2	17764
Edith Bougouma	1	2	17764
Edith Feskens	1	2	17764
Edith Hofer	1	1	29388
Edith Khaembah	2	8	2314
Edlira Yzeiraj	1	1	29388
Edmond Jonckheere	1	2	17764
Edmondo Ferretti	1	3	12013
Edmund Gilbert	1	2	17764
Edmund Hart	1	2	17764
Edmundo Rodriguez	1	1	29388
Edna Grunblatt	1	1	29388
Edo Kussell	2	3	12013
Edoardo Airoldi	5	8	2314
Edoardo Fiorillo	1	2	17764
Edoardo Marcora	1	3	12013
Edoardo Pasolli	1	3	12013
Edouard Cadieu	1	1	29388
Edouard Evangelisti	1	5	4631
Edouard Louis	1	1	29388
Edouard Pesquet	1	3	12013
Edridge D'Souza	1	2	17764
Edson Delatorre	1	2	17764
Eduan Wilkinson	2	4	10491
Eduard Akhunov	1	1	29388
Eduard Porta-Pardo	2	5	4631
Eduard Sabido	1	3	12013
Eduard Vieta	2	4	10491
Eduardo Airoldi	1	2	17764
Eduardo Anton	1	5	4631
Eduardo Aponte	1	2	17764
Eduardo Arathoon	1	1	29388
Eduardo Ballestero	1	2	17764
Eduardo Bustamante	1	2	17764
Eduardo Caldas	1	1	29388
Eduardo Carmo	1	5	4631
Eduardo Contijoch	1	5	4631
Eduardo Dupim	1	1	29388
Eduardo Eyras	8	33	96
Eduardo Garza-Villarreal	2	6	3650
Eduardo Martin	1	1	29388
Eduardo Melo	1	1	29388
Eduardo Moreno	1	5	4631
Eduardo Pareja	4	12	1012
Eduardo Pareja-Tobes	3	9	2005
Eduardo Perez	1	1	29388
Eduardo Puente	1	1	29388
Eduardo Rocha	3	5	4631
Eduardo Rojas-Padilla	1	2	17764
Eduardo Sontag	5	5	4631
Eduardo Taboada	2	7	2850
Eduardo Tamayo	2	6	3650
Eduardo Tejera	1	1	29388
Eduardo Tobes	1	3	12013
Eduardo de Mello Volotao	1	3	12013
Edward Avezov	1	1	29388
Edward Benya	1	2	17764
Edward Blair	2	4	10491
Edward Boyden	4	5	4631
Edward Browne	1	1	29388
Edward Buckler	10	27	153
Edward Bullmore	3	6	3650
Edward Catoiu	1	5	4631
Edward Chang	4	7	2850
Edward Connolly	1	3	12013
Edward Emery	1	1	29388
Edward Emmott	1	3	12013
Edward Feil	2	4	10491
Edward Flach	1	5	4631
Edward Goldstein	2	4	10491
Edward Grygleski	1	1	29388
Edward Holmes	5	17	473
Edward Hunt	1	2	17764
Edward Ionides	2	3	12013
Edward Karoly	1	5	4631
Edward Large	1	3	12013
Edward Leiter	1	5	4631
Edward Lose	2	3	12013
Edward Louis	1	1	29388
Edward Marcotte	12	38	61
Edward Mitchell	1	3	12013
Edward Morrow	8	26	167
Edward O'Brien	2	10	1419
Edward Osborne	2	3	12013
Edward Pohlmann	1	1	29388
Edward Rice	4	10	1419
Edward Rietman	1	2	17764
Edward Ronan	1	3	12013
Edward Rubin	1	5	4631
Edward Sanderlin	1	2	17764
Edward Scolnick	1	2	17764
Edward Stites	2	2	17764
Edward Stuttfeld	1	5	4631
Edward Traver	1	5	4631
Edward Vajda	1	2	17764
Edward Vul	1	5	4631
Edward Wack	2	2	17764
Edward Wallace	1	2	17764
Edward Yang	1	5	4631
Edward Zhang	1	2	17764
Edward de Koning	1	1	29388
Edwin Chan	1	5	4631
Edwin Cuppen	1	5	4631
Edwin Hernandez	1	1	29388
Edwin Herrera-Paz	1	2	17764
Edwin Iversen	3	10	1419
Edwin Jacox	2	5	4631
Edwin Juarez	2	10	1419
Edwin Munro	1	1	29388
Edwin Oh	2	7	2850
Edwin Robertson	1	2	17764
Edwin Rosales	1	2	17764
Edwin Silverman	2	5	4631
Edwin Walong	2	6	3650
Edwin van der Vossen	1	3	12013
Edyta Malolepsza	1	3	12013
Edyta Stasiek	1	3	12013
Edythe London	1	5	4631
Ee Ng	1	1	29388
Eejung Kim	1	1	29388
Eelco Tromer	1	1	29388
Eelke van der Horst	1	5	4631
Eero Castren	2	3	12013
Eero Kajantie	1	5	4631
Eero Niemela	2	4	10491
Eeson Rajendra	1	5	4631
Eetu Puttonen	1	3	12013
Eevi Kaasinen	1	1	29388
Effrosyni Papanikou	1	1	29388
Efrain Beltran-Ayala	1	2	17764
Efrat Oron	1	2	17764
Efrat Rapoport	1	3	12013
Efren Sandoval	1	3	12013
Efstathia Robakis	1	2	17764
Efstathios Gennatas	1	2	17764
Efthymios Motakis	1	5	4631
Eftychios Pnevmatikakis	1	2	17764
Egan Waggoner	1	1	29388
Egan Wagonner	1	1	29388
Eggert Gunnarsson	1	2	17764
Egon Willighagen	1	2	17764
Egor Dolzhenko	1	2	17764
Egor Loktinov	1	2	17764
Egor Prokhortchouk	2	4	10491
Egor Svidritskiy	1	1	29388
Ehab Abouheif	1	1	29388
Ehsan Ahi	1	3	12013
Ehsan Kakaei	1	1	29388
Ehsan Motazedi	1	2	17764
Ehssan Nazockdast	1	1	29388
Ehud Isacoff	1	2	17764
Ehud Shapiro	1	1	29388
Eija Hamalainen	1	1	29388
Eija Kalso	1	1	29388
Eija Korpelainen	1	5	4631
Eija Trees	1	1	29388
Eiji Harada	1	5	4631
Eiji Hoshi	1	5	4631
Eiji Nagayasu	2	2	17764
Eik Dahms	1	5	4631
Eileen Crowley	1	2	17764
Eileen Dimalanta	1	1	29388
Eileen Furlong	2	7	2850
Eileen Hoal	2	4	10491
Eileen Jiang	3	3	12013
Eileen Roberts	1	3	12013
Eileen Roy-Zokan	1	5	4631
Eilon Sharon	1	2	17764
Eimear Kenny	6	12	1012
Eina Hypponen	1	1	29388
Einar Arnason	2	4	10491
Einat Zchori-Fein	1	5	4631
Eirini Arvaniti	1	3	12013
Eirini Papagiakoumou	1	1	29388
Eiru Kim	1	5	4631
Eisuke Mekada	1	1	29388
Eitan Friedman	1	2	17764
Eitan Halper-Stromberg	1	2	17764
Eitan Kimmel	1	3	12013
Eitan Lerner	4	12	1012
Eivind Hovig	3	4	10491
Eivind Valen	3	5	4631
Ejaife Agbani	1	1	29388
Ekaete Tobin	1	3	12013
Ekaterina Ilgisonis	1	5	4631
Ekaterina Khrameeva	1	1	29388
Ekaterina Khramtsova	1	2	17764
Ekaterina Komech	1	1	29388
Ekaterina Morozova	1	2	17764
Ekaterina Petrova	2	6	3650
Ekaterina Poverennaya	1	1	29388
Ekaterina Salimova	1	2	17764
Ekaterina Semenova	1	2	17764
Ekaterina Starostina	1	5	4631
Ekaterina Tkachenko	1	1	29388
Ekin Bolukbasi	1	2	17764
Ekin Saglican	1	1	29388
Ekkehard Schutz	1	1	29388
Ekta Khurana	1	2	17764
Elad Noor	2	8	2314
Eladio Barrio	1	2	17764
Eladio Marquez	3	8	2314
Elaheh Moradi	1	5	4631
Elaina Graham	2	4	10491
Elaine Barclay	1	3	12013
Elaine Chang	1	1	29388
Elaine DEL NERY	1	1	29388
Elaine Hughes	1	2	17764
Elaine Kubik	1	2	17764
Elaine Mardis	4	18	415
Elaine Moura	1	1	29388
Elaine Nimmo	1	2	17764
Elaine Peskind	1	1	29388
Elaine Tring	1	2	17764
Elan Filler	1	1	29388
Elana Fertig	5	13	865
Elco Bakker	1	1	29388
Eldad Zacksenhaus	1	1	29388
Eleanor Barnes	1	1	29388
Eleanor Bellows	1	2	17764
Eleanor Chang	1	1	29388
Eleanor Davies	1	5	4631
Eleanor Drury	4	11	1203
Eleanor Evans	1	5	4631
Eleanor Miller	1	3	12013
Eleanor O'Brien	1	2	17764
Eleanor Raymond	1	5	4631
Eleanor Riley	1	2	17764
Eleanor Saunders	1	1	29388
Eleanor Watkins	1	1	29388
Eleanor Wigmore	1	2	17764
Eleanor Williams	1	5	4631
Eleanor Wong	1	3	12013
Eleazar Eskin	22	45	36
Eleftheria Zeggini	3	4	10491
Eleftherios Garyfallidis	2	6	3650
Eleisha Jackson	3	6	3650
Elen Oneal	1	1	29388
Elena Abad	1	2	17764
Elena Alvarez-Buylla	4	7	2850
Elena Avramova	1	3	12013
Elena Balanovska	2	7	2850
Elena Bolobolova	1	5	4631
Elena Buelow	1	3	12013
Elena Chatzimichali	1	3	12013
Elena Chiavacci	2	6	3650
Elena Christiano	1	2	17764
Elena Colangelo	1	5	4631
Elena Colombi	2	3	12013
Elena Conti	1	2	17764
Elena Denisenko	1	1	29388
Elena Dreosti	2	7	2850
Elena Gaginskaya	2	4	10491
Elena Ghiban	1	3	12013
Elena Hernandez	1	2	17764
Elena Ilnitskaya	1	5	4631
Elena Izquierdo	1	2	17764
Elena Jimenez-Ruis	1	3	12013
Elena Khazina	1	5	4631
Elena Kondratyeva	1	1	29388
Elena Koshel	2	4	10491
Elena Krementsova	1	1	29388
Elena Krugliakova	2	7	2850
Elena Kulich	2	2	17764
Elena Lara	1	2	17764
Elena Ledesma-Fernandez	1	3	12013
Elena Levashina	1	2	17764
Elena Lopez-Isac	1	2	17764
Elena Loukianova	1	2	17764
Elena Matveev	1	2	17764
Elena Mikhaleva	1	2	17764
Elena Parkhomenko	1	2	17764
