DOI	Date	License
10.1101/048827	2016-04-15	CC BY-NC
10.1101/048835	2016-04-15	None
10.1101/048843	2016-04-15	CC BY
10.1101/048850	2016-04-15	CC BY-NC-ND
10.1101/048876	2016-04-15	CC BY
10.1101/048884	2016-04-15	CC BY-NC-ND
10.1101/048892	2016-04-16	CC BY-NC-ND
10.1101/048900	2016-04-15	CC BY
10.1101/048918	2016-04-15	CC BY-NC-ND
10.1101/048934	2016-04-16	CC BY-NC-ND
10.1101/048942	2016-04-15	None
10.1101/048959	2016-04-15	CC BY-NC
10.1101/048975	2016-04-15	CC BY-NC-ND
10.1101/048983	2016-04-16	CC BY-NC
10.1101/048991	2016-04-16	CC BY
10.1101/049007	2016-04-16	CC BY-NC-ND
10.1101/049015	2016-04-16	CC BY-ND
10.1101/049031	2016-04-16	CC BY-NC
10.1101/049049	2016-04-16	CC BY-NC-ND
10.1101/049056	2016-04-22	CC BY-ND
10.1101/049064	2016-04-18	CC BY
10.1101/049072	2016-04-22	CC BY-NC-ND
10.1101/049114	2016-06-15	None
10.1101/049122	2016-10-01	CC BY-NC-ND
10.1101/049130	2016-04-18	None
10.1101/049148	2016-04-18	None
10.1101/049163	2016-04-18	CC BY-NC-ND
10.1101/049171	2016-04-18	None
10.1101/049197	2016-04-18	None
10.1101/049205	2016-04-18	CC BY-NC-ND
10.1101/049213	2016-05-24	CC BY-NC-ND
10.1101/049221	2016-04-18	CC BY
10.1101/049239	2016-04-18	None
10.1101/049247	2016-04-18	CC BY
10.1101/049254	2016-04-18	CC BY
10.1101/049288	2016-04-19	CC BY
10.1101/049296	2016-04-19	CC BY
10.1101/049304	2016-04-19	CC BY-NC
10.1101/049312	2016-04-19	CC BY-NC-ND
10.1101/049320	2016-04-19	None
10.1101/049338	2016-04-19	CC BY
10.1101/049346	2016-04-19	None
10.1101/049353	2016-04-19	CC BY-NC-ND
10.1101/049379	2016-04-19	None
10.1101/049387	2016-04-20	None
10.1101/049395	2016-04-20	None
10.1101/049403	2016-04-20	CC BY
10.1101/049411	2016-04-20	CC BY
10.1101/049429	2016-04-20	CC BY-ND
10.1101/049437	2016-04-20	None
10.1101/049452	2016-04-20	CC BY-NC-ND
10.1101/049460	2016-04-20	CC BY-NC
10.1101/049478	2016-04-22	CC BY-NC-ND
10.1101/049486	2016-04-21	CC BY-NC
10.1101/049494	2016-04-20	CC BY-NC-ND
10.1101/049502	2016-04-20	CC BY
10.1101/049510	2016-04-20	None
10.1101/049528	2016-04-21	CC BY-NC-ND
10.1101/049536	2016-04-20	CC BY
10.1101/049551	2016-04-20	CC BY-NC-ND
10.1101/049577	2016-04-20	None
10.1101/049585	2016-04-20	CC BY-NC-ND
10.1101/049593	2016-04-20	CC BY-NC-ND
10.1101/049619	2016-04-20	CC BY-NC
10.1101/049627	2016-04-25	CC BY
10.1101/049635	2016-04-21	CC BY-NC-ND
10.1101/049643	2016-04-22	CC BY-NC-ND
10.1101/049650	2016-04-21	None
10.1101/049668	2016-04-21	None
10.1101/049700	2016-04-22	CC BY-NC-ND
10.1101/049718	2016-04-26	CC BY-NC-ND
10.1101/049726	2016-04-22	CC BY-ND
10.1101/049734	2016-04-22	None
10.1101/049742	2016-04-22	CC BY-NC-ND
10.1101/049759	2016-04-22	None
10.1101/049767	2016-04-22	CC BY-ND
10.1101/049775	2016-04-22	None
10.1101/049783	2016-04-22	CC BY-ND
10.1101/049791	2016-04-22	CC BY-NC
10.1101/049809	2016-04-22	CC BY
10.1101/049817	2016-04-28	CC BY
10.1101/049825	2016-04-22	CC BY
10.1101/049833	2016-05-07	None
10.1101/049841	2016-05-27	None
10.1101/049874	2016-04-22	CC BY-NC-ND
10.1101/049882	2016-04-23	CC BY-NC-ND
10.1101/049908	2016-04-22	CC BY
10.1101/049916	2016-04-24	CC BY-NC-ND
10.1101/049924	2016-04-23	CC BY-NC-ND
10.1101/049932	2016-04-25	CC BY-NC
10.1101/049940	2016-04-28	CC BY
10.1101/049957	2016-04-24	CC BY-ND
10.1101/049965	2016-04-22	None
10.1101/049981	2016-04-22	CC BY
10.1101/049999	2016-04-23	CC BY-NC
10.1101/050005	2016-04-23	CC BY-NC-ND
10.1101/050013	2016-04-23	None
10.1101/050021	2016-04-23	None
10.1101/050039	2016-04-23	None
10.1101/050047	2016-04-28	CC BY-NC
10.1101/050054	2016-04-30	CC BY-NC
10.1101/050062	2016-04-29	None
10.1101/050096	2016-04-25	CC BY-NC-ND
10.1101/050112	2016-04-25	CC BY-NC-ND
10.1101/050138	2016-04-25	CC BY-ND
10.1101/050146	2016-04-25	CC BY-NC
10.1101/050179	2016-04-28	CC BY
10.1101/050187	2016-04-26	CC BY-NC-ND
10.1101/050195	2016-06-07	CC BY
10.1101/050203	2016-04-25	CC BY-NC-ND
10.1101/050211	2016-04-26	None
10.1101/050229	2016-04-26	CC BY-ND
10.1101/050237	2016-04-25	CC BY
10.1101/050245	2016-04-28	CC BY-NC-ND
10.1101/050252	2016-04-26	None
10.1101/050278	2016-04-26	CC BY-NC-ND
10.1101/050286	2016-04-26	CC BY-NC-ND
10.1101/050302	2016-04-26	CC BY-NC-ND
10.1101/050310	2016-04-26	CC BY-NC-ND
10.1101/050328	2016-04-26	CC BY-NC-ND
10.1101/050369	2016-04-26	None
10.1101/050377	2016-04-26	None
10.1101/050385	2016-04-26	CC BY-NC-ND
10.1101/050393	2016-04-26	None
10.1101/050401	2016-04-26	None
10.1101/050419	2016-04-26	None
10.1101/050427	2016-04-26	CC BY-NC-ND
10.1101/050435	2016-04-26	None
10.1101/050443	2016-04-26	None
10.1101/050450	2016-04-26	CC BY-NC
10.1101/050468	2016-04-26	CC BY
10.1101/050476	2016-04-26	CC BY-NC-ND
10.1101/050484	2016-04-27	CC BY-NC
10.1101/050492	2016-04-27	CC BY-NC-ND
10.1101/050518	2016-04-27	CC BY-NC-ND
10.1101/050526	2016-04-27	CC BY-NC
10.1101/050534	2016-04-27	CC BY-NC
10.1101/050559	2016-04-27	CC BY
10.1101/050567	2016-04-27	CC BY
10.1101/050575	2016-04-27	CC BY
10.1101/050583	2016-04-27	CC BY-NC-ND
10.1101/050617	2016-04-27	CC BY-NC-ND
10.1101/050625	2016-04-28	CC BY-NC-ND
10.1101/050633	2016-04-27	None
10.1101/050641	2016-04-27	None
10.1101/050658	2016-04-28	CC BY-ND
10.1101/050674	2016-04-29	CC BY-ND
10.1101/050682	2016-04-28	CC BY-NC-ND
10.1101/050708	2016-04-29	CC BY-NC-ND
10.1101/050724	2016-04-28	CC BY-NC-ND
10.1101/050732	2016-04-28	None
10.1101/050740	2016-04-29	CC BY-NC-ND
10.1101/050757	2016-04-28	CC BY-NC
10.1101/050773	2016-04-28	CC BY-NC-ND
10.1101/050799	2016-04-28	None
10.1101/050807	2016-04-28	CC BY-NC-ND
10.1101/050815	2016-04-28	CC BY-NC-ND
10.1101/050823	2016-04-28	CC BY
10.1101/050831	2016-04-29	CC BY-ND
10.1101/050849	2016-04-28	CC BY-ND
10.1101/050856	2016-05-04	CC BY-NC-ND
10.1101/050872	2016-04-28	None
10.1101/050880	2016-04-29	None
10.1101/050906	2016-05-09	None
10.1101/050914	2016-04-28	CC BY-NC-ND
10.1101/050922	2016-04-28	None
10.1101/050930	2016-04-29	CC BY-ND
10.1101/050948	2016-04-29	None
10.1101/050955	2016-04-29	None
10.1101/050989	2016-04-29	None
10.1101/050997	2016-04-29	CC BY-ND
10.1101/051029	2016-04-29	CC BY-NC-ND
10.1101/051037	2016-04-29	None
10.1101/051045	2016-04-29	CC BY-ND
10.1101/051052	2016-04-29	CC BY-NC-ND
10.1101/051060	2016-05-02	None
10.1101/051078	2016-04-29	CC BY-NC-ND
10.1101/051086	2016-04-29	None
10.1101/051094	2016-05-03	None
10.1101/051102	2016-04-29	CC BY-NC-ND
10.1101/051110	2016-04-29	CC BY-NC-ND
10.1101/051136	2016-04-30	CC BY-ND
10.1101/051151	2016-04-30	None
10.1101/051169	2016-05-01	None
10.1101/051177	2016-04-30	None
10.1101/051185	2016-04-30	CC BY-ND
10.1101/051193	2016-05-02	CC BY-NC-ND
10.1101/051201	2016-05-02	CC BY-NC
10.1101/051219	2016-05-03	None
10.1101/051227	2016-05-06	None
10.1101/051235	2016-05-01	None
10.1101/051243	2016-05-02	CC BY-NC-ND
10.1101/051268	2016-05-02	None
10.1101/051276	2016-05-02	CC BY
10.1101/051292	2016-05-02	CC BY
10.1101/051300	2016-05-02	CC BY
10.1101/051318	2016-05-02	CC BY
10.1101/051326	2016-05-17	CC BY-NC
10.1101/051342	2016-05-02	None
10.1101/051359	2016-05-02	CC BY-NC-ND
10.1101/051367	2016-05-02	CC BY
10.1101/051375	2016-05-02	CC BY-ND
10.1101/051391	2016-05-02	CC BY-NC-ND
10.1101/051409	2016-05-02	CC BY
10.1101/051417	2016-05-03	None
10.1101/051425	2016-05-02	None
10.1101/051458	2016-05-02	None
10.1101/051466	2016-05-04	CC BY-NC-ND
10.1101/051482	2016-05-05	None
10.1101/051490	2016-05-24	CC BY-ND
10.1101/051508	2016-05-03	CC BY-NC
10.1101/051516	2016-05-03	CC BY-ND
10.1101/051524	2016-05-03	None
10.1101/051532	2016-05-03	CC BY-NC-ND
10.1101/051557	2016-05-03	None
10.1101/051565	2016-05-03	CC BY-ND
10.1101/051581	2016-05-03	None
10.1101/051599	2016-05-03	None
10.1101/051607	2016-05-03	CC BY-ND
10.1101/051623	2016-05-05	CC BY-NC
10.1101/051631	2016-05-04	CC BY-NC-ND
10.1101/051656	2016-05-03	CC BY-NC-ND
10.1101/051672	2016-05-04	CC BY-NC-ND
10.1101/051698	2016-05-05	None
10.1101/051706	2016-05-05	None
10.1101/051714	2016-05-05	None
10.1101/051722	2016-05-04	CC BY
10.1101/051730	2016-05-04	CC BY-NC
10.1101/051755	2016-05-09	CC BY
10.1101/051771	2016-05-04	None
10.1101/051789	2016-05-06	CC BY-NC-ND
10.1101/051805	2016-05-05	CC BY
10.1101/051813	2016-05-05	CC BY-NC
10.1101/051821	2016-05-04	None
10.1101/051839	2016-05-05	CC BY
10.1101/051847	2016-05-04	CC BY
10.1101/051854	2016-05-05	None
10.1101/051862	2016-05-05	None
10.1101/051870	2016-05-06	None
10.1101/051888	2016-05-05	CC BY-NC-ND
10.1101/051904	2016-05-05	CC BY-NC-ND
10.1101/051912	2016-05-06	CC BY-NC-ND
10.1101/051938	2016-05-06	CC BY-ND
10.1101/051946	2016-05-05	None
10.1101/051953	2016-05-05	CC BY-NC-ND
10.1101/051979	2016-05-06	None
10.1101/051995	2016-05-06	CC BY-NC-ND
10.1101/052001	2016-05-06	None
10.1101/052019	2016-05-06	CC BY-NC-ND
10.1101/052027	2016-05-07	None
10.1101/052035	2016-05-06	CC BY
10.1101/052043	2016-05-10	None
10.1101/052050	2016-05-07	CC BY-NC
10.1101/052068	2016-05-07	None
10.1101/052076	2016-05-08	None
10.1101/052084	2016-05-07	CC BY-NC-ND
10.1101/052100	2016-05-08	None
10.1101/052118	2016-05-07	CC BY-NC
10.1101/052126	2016-05-07	CC BY-ND
10.1101/052134	2016-05-07	CC BY
10.1101/052142	2016-05-07	None
10.1101/052159	2016-05-08	CC BY
10.1101/052175	2016-05-08	CC BY-NC-ND
10.1101/052183	2016-05-11	None
10.1101/052191	2016-05-09	CC BY-NC-ND
10.1101/052209	2016-05-09	CC BY
10.1101/052217	2016-05-09	CC BY-NC-ND
10.1101/052225	2016-05-09	CC BY-NC-ND
10.1101/052241	2016-05-09	CC BY-ND
10.1101/052266	2016-05-09	CC BY-NC-ND
10.1101/052274	2016-05-09	CC BY-NC-ND
10.1101/052282	2016-05-10	CC BY-NC-ND
10.1101/052290	2016-05-10	None
10.1101/052308	2016-05-10	CC BY-NC-ND
10.1101/052316	2016-05-09	CC BY-NC-ND
10.1101/052324	2016-05-10	None
10.1101/052332	2016-05-10	None
10.1101/052340	2016-05-10	None
10.1101/052357	2016-05-10	None
10.1101/052381	2016-05-10	CC BY-ND
10.1101/052399	2016-05-10	CC BY
10.1101/052415	2016-05-11	CC BY-NC-ND
10.1101/052431	2016-05-10	None
10.1101/052472	2016-05-10	CC BY-NC-ND
10.1101/052480	2016-05-11	CC BY-NC-ND
10.1101/052498	2016-05-10	None
10.1101/052514	2016-05-11	CC BY
10.1101/052530	2016-06-22	CC BY-NC-ND
10.1101/052548	2016-05-10	None
10.1101/052555	2016-05-10	None
10.1101/052563	2016-05-12	CC BY-NC-ND
10.1101/052571	2016-05-10	None
10.1101/052589	2016-05-10	CC BY-NC-ND
10.1101/052597	2016-05-10	CC BY-ND
10.1101/052605	2016-05-10	CC BY-ND
10.1101/052621	2016-05-11	CC BY-NC-ND
10.1101/052662	2016-05-11	CC BY-ND
10.1101/052670	2016-05-11	CC BY-NC-ND
10.1101/052688	2016-05-11	CC BY
10.1101/052696	2016-05-12	None
10.1101/052704	2016-05-21	None
10.1101/052712	2016-05-11	None
10.1101/052720	2016-05-11	None
10.1101/052738	2016-05-11	CC BY-NC-ND
10.1101/052746	2016-05-11	None
10.1101/052761	2016-05-12	CC BY-NC-ND
10.1101/052795	2016-05-21	CC BY-NC
10.1101/052803	2016-05-11	CC BY-NC-ND
10.1101/052811	2016-05-11	CC BY-NC-ND
10.1101/052829	2016-05-11	CC BY-NC-ND
10.1101/052845	2016-05-11	CC BY-NC
10.1101/052878	2016-05-11	CC BY-ND
10.1101/052886	2016-05-12	CC BY-ND
10.1101/052894	2016-05-11	None
10.1101/052902	2016-05-13	CC BY-NC-ND
10.1101/052910	2016-05-12	CC BY-NC-ND
10.1101/052928	2016-05-12	CC BY-NC
10.1101/052936	2016-05-12	CC BY-NC-ND
10.1101/052944	2016-05-13	CC BY-NC-ND
10.1101/052969	2016-05-16	None
10.1101/052977	2016-05-12	None
10.1101/052985	2016-05-12	CC BY-NC-ND
10.1101/052993	2016-05-12	CC BY-NC-ND
10.1101/053009	2016-05-12	CC BY-ND
10.1101/053025	2016-05-12	CC BY-NC-ND
10.1101/053033	2016-05-12	CC BY-ND
10.1101/053041	2016-05-13	CC BY-NC-ND
10.1101/053058	2016-05-20	None
10.1101/053066	2016-05-12	CC BY
10.1101/053074	2016-05-12	CC BY-NC-ND
10.1101/053082	2016-05-13	None
10.1101/053090	2016-05-12	CC BY-NC-ND
10.1101/053108	2016-05-12	CC BY-NC-ND
10.1101/053116	2016-05-12	CC BY-NC
10.1101/053124	2016-05-13	None
10.1101/053132	2016-05-12	CC BY-NC-ND
10.1101/053140	2016-05-12	CC BY
10.1101/053165	2016-05-12	CC BY
10.1101/053173	2016-05-13	None
10.1101/053181	2016-05-13	None
10.1101/053199	2016-05-13	CC BY-NC-ND
10.1101/053223	2016-05-13	CC BY-NC-ND
10.1101/053231	2016-05-13	None
10.1101/053256	2016-05-14	None
10.1101/053264	2016-05-13	CC BY-NC-ND
10.1101/053280	2016-06-03	CC BY-NC-ND
10.1101/053298	2016-05-18	CC BY-NC-ND
10.1101/053306	2016-05-14	CC BY-NC-ND
10.1101/053348	2016-05-13	CC BY-NC-ND
10.1101/053355	2016-05-13	CC BY
10.1101/053371	2016-05-14	CC BY-NC-ND
10.1101/053397	2016-05-14	CC BY
10.1101/053405	2016-05-16	None
10.1101/053413	2016-05-16	CC BY-NC-ND
10.1101/053421	2016-05-14	CC BY-ND
10.1101/053447	2016-05-14	CC BY-NC-ND
10.1101/053462	2016-05-14	CC BY-NC
10.1101/053470	2016-05-15	CC BY-NC-ND
10.1101/053488	2016-05-15	CC BY-NC
10.1101/053496	2016-05-16	CC BY-NC-ND
10.1101/053504	2016-05-15	CC BY-ND
10.1101/053512	2016-05-15	CC BY
10.1101/053520	2016-05-15	CC BY
10.1101/053538	2016-05-16	CC BY
10.1101/053546	2016-05-16	CC BY-NC-ND
10.1101/053579	2016-05-22	CC BY-NC-ND
10.1101/053595	2016-05-16	None
10.1101/053603	2016-05-16	None
10.1101/053611	2016-05-17	CC BY-NC-ND
10.1101/053629	2016-05-16	CC BY-NC-ND
10.1101/053637	2016-05-16	CC BY-NC-ND
10.1101/053652	2016-05-16	CC BY
10.1101/053678	2016-05-17	None
10.1101/053686	2016-05-16	CC BY
10.1101/053694	2016-05-16	CC BY
10.1101/053702	2016-05-16	CC BY
10.1101/053728	2016-05-16	None
10.1101/053744	2016-06-07	CC BY-NC-ND
10.1101/053751	2016-05-16	None
10.1101/053769	2016-05-17	CC BY-NC-ND
10.1101/053777	2016-05-16	None
10.1101/053785	2016-05-16	None
10.1101/053793	2016-05-16	CC BY-NC-ND
10.1101/053819	2016-05-17	CC BY-NC-ND
10.1101/053827	2016-05-18	CC BY-NC-ND
10.1101/053843	2016-05-17	CC BY-NC-ND
10.1101/053868	2016-05-17	CC BY-NC-ND
10.1101/053876	2016-05-17	None
10.1101/053892	2016-05-18	CC BY-NC-ND
10.1101/053900	2016-05-17	None
10.1101/053918	2016-05-17	CC BY-ND
10.1101/053934	2016-05-24	CC BY
10.1101/053942	2016-05-18	CC BY-ND
10.1101/053959	2016-05-17	CC BY-NC-ND
10.1101/053967	2016-05-17	CC BY-NC-ND
10.1101/053975	2016-05-18	CC BY
10.1101/053983	2016-05-18	CC BY-NC-ND
10.1101/053991	2016-05-20	CC BY-NC
10.1101/054007	2016-05-18	None
10.1101/054015	2016-05-18	None
10.1101/054023	2016-05-18	CC BY
10.1101/054031	2016-05-18	None
10.1101/054049	2016-05-18	CC BY-NC-ND
10.1101/054056	2016-05-18	CC BY-NC
10.1101/054064	2016-05-21	CC BY-NC-ND
10.1101/054072	2016-05-18	CC BY-NC-ND
10.1101/054080	2016-05-18	CC BY-NC-ND
10.1101/054106	2016-05-18	CC BY
10.1101/054122	2016-05-18	CC BY-NC-ND
10.1101/054148	2016-05-18	None
10.1101/054155	2016-05-18	CC BY-NC-ND
10.1101/054163	2016-05-18	None
10.1101/054171	2016-05-18	CC BY-NC-ND
10.1101/054197	2016-05-19	CC BY
10.1101/054205	2016-05-19	CC BY-NC-ND
10.1101/054221	2016-05-19	None
10.1101/054239	2016-05-19	CC BY-NC
10.1101/054247	2016-05-19	CC BY-NC-ND
10.1101/054262	2016-05-20	CC BY
10.1101/054288	2016-05-19	None
10.1101/054312	2016-05-20	CC BY-NC
10.1101/054338	2016-05-19	None
10.1101/054346	2016-05-19	CC BY-NC-ND
10.1101/054353	2016-05-20	CC BY-NC
10.1101/054361	2016-05-19	CC BY-NC
10.1101/054379	2016-05-19	CC BY
10.1101/054387	2016-05-19	CC BY-NC-ND
10.1101/054403	2016-05-20	CC BY-NC-ND
10.1101/054411	2016-05-20	None
10.1101/054437	2016-05-20	CC BY-NC-ND
10.1101/054452	2016-05-20	None
10.1101/054460	2016-05-20	CC BY-NC-ND
10.1101/054478	2016-05-20	None
10.1101/054486	2016-05-20	CC BY-NC-ND
10.1101/054494	2016-05-20	None
10.1101/054502	2016-06-20	CC BY-NC-ND
10.1101/054528	2016-05-21	CC BY-NC-ND
10.1101/054536	2016-05-24	CC BY-NC
10.1101/054544	2016-05-21	CC BY-NC
10.1101/054551	2016-05-21	None
10.1101/054569	2016-05-21	None
10.1101/054577	2016-05-23	None
10.1101/054585	2016-05-21	CC BY-NC-ND
10.1101/054593	2016-05-21	CC BY-NC-ND
10.1101/054601	2016-05-21	CC BY
10.1101/054635	2016-05-21	CC BY-NC
10.1101/054643	2016-05-23	CC BY
10.1101/054676	2016-05-21	CC BY
10.1101/054684	2016-05-21	CC BY-NC-ND
10.1101/054700	2016-05-21	None
10.1101/054734	2016-05-21	CC BY
10.1101/054742	2016-05-21	CC BY-NC-ND
10.1101/054759	2016-05-21	CC BY-NC-ND
10.1101/054775	2016-05-22	CC BY
10.1101/054783	2016-05-22	CC BY-ND
10.1101/054791	2016-05-21	CC BY-NC
10.1101/054809	2016-05-22	None
10.1101/054825	2016-05-22	CC BY-NC-ND
10.1101/054858	2016-05-23	None
10.1101/054866	2016-05-24	CC BY-NC-ND
10.1101/054890	2016-05-24	CC BY-NC-ND
10.1101/054908	2016-05-24	CC BY-NC-ND
10.1101/054924	2016-05-24	CC BY
10.1101/054932	2016-05-24	CC BY-NC-ND
10.1101/054940	2016-05-24	CC BY-NC-ND
10.1101/054957	2016-05-24	None
10.1101/054965	2016-05-24	CC BY
10.1101/054973	2016-05-24	CC BY-NC-ND
10.1101/054981	2016-05-24	None
10.1101/054999	2016-05-24	CC BY-NC-ND
10.1101/055004	2016-05-24	CC BY-NC-ND
10.1101/055012	2016-05-24	CC BY-NC-ND
10.1101/055020	2016-05-24	CC BY-NC
10.1101/055038	2016-05-24	CC BY-NC-ND
10.1101/055046	2016-05-24	CC BY-NC-ND
10.1101/055053	2016-05-24	CC BY-NC-ND
10.1101/055061	2016-05-24	None
10.1101/055079	2016-05-24	None
10.1101/055087	2016-05-25	CC BY-NC-ND
10.1101/055129	2016-05-24	None
10.1101/055137	2016-06-02	None
10.1101/055145	2016-05-24	None
10.1101/055160	2016-05-25	None
10.1101/055178	2016-05-24	CC BY
10.1101/055186	2016-05-24	None
10.1101/055194	2016-05-24	CC BY-NC
10.1101/055202	2016-05-24	None
10.1101/055210	2016-05-24	None
10.1101/055244	2016-05-24	None
10.1101/055251	2016-05-24	CC BY-NC
10.1101/055269	2016-05-31	CC BY-NC
10.1101/055285	2016-05-24	CC BY-NC-ND
10.1101/055293	2016-05-24	CC BY-NC-ND
10.1101/055319	2016-05-30	CC BY
10.1101/055327	2016-05-24	CC BY-NC-ND
10.1101/055335	2016-05-25	CC BY
10.1101/055368	2016-05-25	CC BY-ND
10.1101/055376	2016-05-25	CC BY
10.1101/055384	2016-05-25	None
10.1101/055418	2016-05-25	None
10.1101/055434	2016-05-25	CC BY
10.1101/055442	2016-06-07	None
10.1101/055459	2016-05-26	CC BY-NC-ND
10.1101/055467	2016-05-25	None
10.1101/055475	2016-05-25	CC BY-NC-ND
10.1101/055483	2016-05-25	CC BY-ND
10.1101/055517	2016-05-26	CC BY
10.1101/055525	2016-05-26	CC BY
10.1101/055533	2016-05-26	None
10.1101/055541	2016-05-26	CC BY
10.1101/055558	2016-05-26	CC BY-NC-ND
10.1101/055566	2016-05-26	None
10.1101/055574	2016-05-30	CC BY-NC
10.1101/055590	2016-05-27	None
10.1101/055624	2016-05-26	None
10.1101/055632	2016-05-27	CC BY-NC
10.1101/055657	2016-05-27	CC BY-NC
10.1101/055681	2016-05-27	None
10.1101/055699	2016-05-26	CC BY
10.1101/055707	2016-05-27	CC BY
10.1101/055715	2016-05-27	CC BY-NC-ND
10.1101/055731	2016-05-27	CC BY-NC-ND
10.1101/055756	2016-11-03	CC BY
10.1101/055772	2016-05-27	None
10.1101/055780	2016-05-27	CC BY-NC-ND
10.1101/055798	2016-05-27	None
10.1101/055806	2016-05-27	None
10.1101/055814	2016-05-27	CC BY-NC-ND
10.1101/055822	2016-05-27	CC BY
10.1101/055848	2016-05-31	CC BY-ND
10.1101/055855	2016-05-27	None
10.1101/055863	2016-05-27	None
10.1101/055871	2016-06-02	CC BY-NC-ND
10.1101/055889	2016-05-27	CC BY
10.1101/055897	2016-05-27	None
10.1101/055905	2016-05-27	CC BY-NC-ND
10.1101/055913	2016-05-27	CC BY
10.1101/055921	2016-05-27	CC BY-NC
10.1101/055939	2016-06-26	CC BY-NC
10.1101/055947	2016-05-30	CC BY
10.1101/055954	2016-05-28	None
10.1101/055962	2016-06-09	CC BY-NC-ND
10.1101/055970	2016-05-30	None
10.1101/055988	2016-05-30	CC BY-NC-ND
10.1101/056002	2016-05-30	CC BY-NC
10.1101/056010	2016-05-30	None
10.1101/056036	2016-06-01	CC BY-NC
10.1101/056044	2016-05-30	CC BY
10.1101/056051	2016-06-09	None
10.1101/056069	2016-05-30	CC BY-NC-ND
10.1101/056085	2016-05-30	CC BY-NC-ND
10.1101/056093	2016-05-30	CC BY
10.1101/056101	2016-05-30	CC BY
10.1101/056119	2016-05-30	CC BY-NC-ND
10.1101/056127	2016-06-02	CC BY-ND
10.1101/056135	2016-05-30	CC BY-NC
10.1101/056143	2016-05-30	None
10.1101/056150	2016-05-30	CC BY
10.1101/056168	2016-05-31	CC BY
10.1101/056192	2016-05-31	CC BY-NC-ND
10.1101/056200	2016-05-31	CC BY
10.1101/056218	2016-05-31	CC BY-NC-ND
10.1101/056242	2016-05-31	CC BY
10.1101/056267	2016-05-31	CC BY-NC-ND
10.1101/056275	2016-05-31	None
10.1101/056283	2016-05-31	CC BY
10.1101/056291	2016-05-31	CC BY-NC-ND
10.1101/056309	2016-05-31	None
10.1101/056317	2016-05-31	CC BY-NC-ND
10.1101/056325	2016-05-31	CC BY-NC-ND
10.1101/056333	2016-06-01	None
10.1101/056341	2016-06-01	CC BY
10.1101/056358	2016-05-31	CC BY
10.1101/056366	2016-05-31	None
10.1101/056382	2016-05-31	CC BY-NC-ND
10.1101/056408	2016-05-31	CC BY
10.1101/056424	2016-06-01	None
10.1101/056432	2016-06-01	CC BY-NC-ND
10.1101/056440	2016-06-01	CC BY-NC-ND
10.1101/056457	2016-06-01	None
10.1101/056465	2016-06-01	CC BY-NC-ND
10.1101/056473	2016-06-01	CC BY
10.1101/056481	2016-06-01	None
10.1101/056499	2016-06-01	CC BY-NC-ND
10.1101/056507	2016-06-01	CC BY-NC
10.1101/056515	2016-06-12	CC BY-NC
10.1101/056523	2016-06-01	CC BY
10.1101/056531	2016-06-01	CC BY-NC-ND
10.1101/056549	2016-06-01	None
10.1101/056556	2016-06-03	CC BY-NC-ND
10.1101/056564	2016-06-01	CC BY-NC-ND
10.1101/056572	2016-06-01	CC BY
10.1101/056580	2016-06-02	CC BY
10.1101/056598	2016-06-02	None
10.1101/056614	2016-06-02	CC BY
10.1101/056630	2016-06-02	CC BY-ND
10.1101/056648	2016-06-07	None
10.1101/056655	2016-06-02	CC BY-NC-ND
10.1101/056663	2016-06-02	None
10.1101/056671	2016-06-02	CC BY-NC-ND
10.1101/056705	2016-06-02	CC BY
10.1101/056713	2016-06-02	CC BY-NC-ND
10.1101/056762	2016-06-02	CC BY-NC-ND
10.1101/056770	2016-06-02	None
10.1101/056788	2016-06-03	CC BY
10.1101/056796	2016-06-02	None
10.1101/056804	2016-06-03	CC BY
10.1101/056812	2016-06-03	CC BY
10.1101/056820	2016-06-02	None
10.1101/056838	2016-06-05	CC BY-NC-ND
10.1101/056846	2016-06-07	CC BY
10.1101/056853	2016-06-03	None
10.1101/056861	2016-06-03	CC BY-NC-ND
10.1101/056879	2016-06-03	CC BY-NC-ND
10.1101/056887	2016-06-03	CC BY-NC-ND
10.1101/056895	2016-06-03	None
10.1101/056911	2016-06-14	None
10.1101/056929	2016-06-03	CC BY-NC-ND
10.1101/056937	2016-06-07	CC BY
10.1101/056945	2016-06-03	CC BY-NC-ND
10.1101/056952	2016-06-03	CC BY-NC-ND
10.1101/056986	2016-06-03	CC BY-NC
10.1101/056994	2016-06-06	CC BY
10.1101/057018	2016-06-03	CC BY-NC-ND
10.1101/057026	2016-06-03	CC BY-NC-ND
10.1101/057042	2016-06-03	None
10.1101/057059	2016-06-06	CC BY
10.1101/057083	2016-06-08	None
10.1101/057091	2016-06-03	None
10.1101/057109	2016-06-04	CC BY-NC-ND
10.1101/057117	2016-06-04	CC BY-NC-ND
10.1101/057166	2016-06-05	CC BY-NC
10.1101/057174	2016-06-05	CC BY-NC-ND
10.1101/057182	2016-06-09	None
10.1101/057190	2016-06-05	None
10.1101/057208	2016-06-05	CC BY
10.1101/057216	2016-06-07	None
10.1101/057224	2016-06-05	CC BY-NC
10.1101/057232	2016-06-05	CC BY-ND
10.1101/057257	2016-06-07	None
10.1101/057265	2016-06-07	None
10.1101/057273	2016-06-07	CC BY-NC-ND
10.1101/057281	2016-06-07	CC BY-NC-ND
10.1101/057299	2016-06-09	CC BY-NC-ND
