doi	date	subjects	license	version
10.1101/071217	August 23, 2016	Systems Biology		
10.1101/068494	August 23, 2016	Bioinformatics		
10.1101/071084	August 23, 2016	Developmental Biology	CC BY-NC-ND	4.0
10.1101/070987	August 23, 2016	Zoology		
10.1101/070946	August 23, 2016	Ecology	CC BY	4.0
10.1101/070789	August 23, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/071092	August 23, 2016	Bioinformatics		
10.1101/065524	August 23, 2016	Bioinformatics		
10.1101/070714	August 23, 2016	Bioinformatics	CC BY	4.0
10.1101/070797	August 23, 2016	Genomics	CC BY-NC	4.0
10.1101/070268	August 23, 2016	Genetics	CC BY-NC	4.0
10.1101/070755	August 22, 2016	Neuroscience	CC BY-ND	4.0
10.1101/070912	August 22, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/070920	August 22, 2016	Biophysics		
10.1101/070862	August 22, 2016	Neuroscience	CC BY-ND	4.0
10.1101/070979	August 22, 2016	Neuroscience		
10.1101/071381	August 24, 2016	Biophysics		
10.1101/071456	August 24, 2016	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/071449	August 24, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/071423	August 24, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/071415	August 24, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/071472	August 24, 2016	Neuroscience		
10.1101/071274	August 24, 2016	Biophysics		
10.1101/070870	August 24, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/071282	August 24, 2016	Bioinformatics	CC BY	4.0
10.1101/071316	August 24, 2016	Immunology		
10.1101/071357	August 24, 2016	Genomics	CC BY-NC	4.0
10.1101/071241	August 24, 2016	Evolutionary Biology	CC BY	4.0
10.1101/066548	August 24, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/071266	August 24, 2016	Molecular Biology		
10.1101/071308	August 24, 2016	Animal Behavior and Cognition	CC BY-NC	4.0
10.1101/071332	August 24, 2016	Biochemistry		
10.1101/071050	August 24, 2016	Epidemiology	CC BY-NC-ND	4.0
10.1101/071191	August 23, 2016	Biophysics		
10.1101/071373	August 25, 2016	Epidemiology	CC BY-NC-ND	4.0
10.1101/071498	August 25, 2016	Epidemiology	CC BY	4.0
10.1101/071530	August 25, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/071571	August 25, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/071654	August 25, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/071662	August 25, 2016	Plant Biology		
10.1101/071548	August 25, 2016	Microbiology	CC BY-ND	4.0
10.1101/071696	August 25, 2016	Genetics		
10.1101/071639	August 25, 2016	Genetics	CC BY-ND	4.0
10.1101/071670	August 25, 2016	Genetics		
10.1101/071555	August 25, 2016	Neuroscience		
10.1101/071613	August 25, 2016	Biochemistry	CC BY-NC-ND	4.0
10.1101/071324	August 25, 2016	Developmental Biology		
10.1101/071589	August 25, 2016	Systems Biology	CC BY	4.0
10.1101/071514	August 25, 2016	Bioinformatics	CC BY	4.0
10.1101/071159	August 25, 2016	Neuroscience	CC BY-NC	4.0
10.1101/067736	August 25, 2016	Genetics		
10.1101/071431	August 25, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/070599	August 25, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/071464	August 25, 2016	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/071407	August 26, 2016	Molecular Biology		
10.1101/071787	August 26, 2016	Cell Biology		
10.1101/071753	August 26, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/071712	August 26, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/070631	August 26, 2016		CC BY	4.0
10.1101/071704	August 26, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/071837	August 26, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/071340	August 26, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/071001	August 26, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/071720	August 26, 2016	Immunology	CC BY	4.0
10.1101/071746	August 26, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/071910	August 27, 2016	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/070540	August 27, 2016	Plant Biology	CC BY-NC-ND	4.0
10.1101/071894	August 27, 2016	Evolutionary Biology	CC BY-ND	4.0
10.1101/071936	August 27, 2016	Cell Biology		
10.1101/069443	August 27, 2016	Neuroscience		
10.1101/071886	August 27, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/071878	August 27, 2016	Immunology	CC BY	4.0
10.1101/071860	August 27, 2016	Scientific Communication and Education	CC BY-NC-ND	4.0
10.1101/071852	August 27, 2016	Cell Biology		
10.1101/071951	August 28, 2016	Bioinformatics	CC BY	4.0
10.1101/071969	August 28, 2016	Microbiology	CC BY	4.0
10.1101/072173	August 29, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/072090	August 29, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/072082	August 29, 2016	Evolutionary Biology	CC BY-NC	4.0
10.1101/072116	August 29, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/072132	August 29, 2016	Ecology	CC BY	4.0
10.1101/071985	August 29, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/071795	August 29, 2016	Neuroscience	CC BY-ND	4.0
10.1101/071993	August 29, 2016	Ecology	CC BY	4.0
10.1101/072041	August 29, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/072009	August 29, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/072066	August 29, 2016	Evolutionary Biology		
10.1101/072058	August 29, 2016	Molecular Biology		
10.1101/071977	August 29, 2016	Neuroscience		
10.1101/072017	August 29, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/071829	August 29, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/072231	August 30, 2016	Ecology	CC BY	4.0
10.1101/072389	August 30, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/072371	August 30, 2016	Neuroscience	CC BY	4.0
10.1101/072439	August 30, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/072397	August 30, 2016	Neuroscience		
10.1101/072405	August 30, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/072355	August 30, 2016	Genetics	CC BY-ND	4.0
10.1101/072330	August 30, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/072348	August 30, 2016	Genetics	CC BY-ND	4.0
10.1101/072322	August 30, 2016	Neuroscience		
10.1101/072363	August 30, 2016	Genetics	CC BY-ND	4.0
10.1101/072306	August 30, 2016	Genetics		
10.1101/072280	August 30, 2016	Biophysics		
10.1101/071811	August 30, 2016	Plant Biology	CC BY-NC	4.0
10.1101/070003	August 30, 2016	Evolutionary Biology	CC BY	4.0
10.1101/072256	August 30, 2016	Genetics	CC BY	4.0
10.1101/071761	August 30, 2016	Bioinformatics	CC BY	4.0
10.1101/072223	August 30, 2016	Biophysics		
10.1101/072199	August 30, 2016	Evolutionary Biology		
10.1101/072207	August 30, 2016	Bioengineering		
10.1101/072181	August 30, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/072108	August 30, 2016	Ecology		
10.1101/072215	August 30, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/072264	August 30, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/071043	September 1, 2016	Biochemistry	CC BY-ND	4.0
10.1101/073056	September 1, 2016	Genetics	CC BY-ND	4.0
10.1101/073007	September 1, 2016	Evolutionary Biology	CC BY-NC	4.0
10.1101/072884	September 1, 2016	Paleontology		
10.1101/073049	September 1, 2016	Neuroscience		
10.1101/073023	September 1, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/072892	September 1, 2016	Cancer Biology	CC BY	4.0
10.1101/073015	September 1, 2016	Plant Biology		
10.1101/072702	September 1, 2016	Biochemistry	CC BY	4.0
10.1101/072942	September 1, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/072900	September 1, 2016	Genomics	CC BY	4.0
10.1101/072959	September 1, 2016	Evolutionary Biology	CC BY	4.0
10.1101/072967	September 1, 2016	Genetics		
10.1101/072975	September 1, 2016	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/072868	September 1, 2016	Bioinformatics	CC BY	4.0
10.1101/072934	September 1, 2016	Genetics	CC BY-ND	4.0
10.1101/072850	September 1, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/072926	September 1, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/072751	August 31, 2016	Neuroscience		
10.1101/072769	August 31, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/072587	August 31, 2016	Microbiology	CC BY-NC	4.0
10.1101/072785	August 31, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/072744	August 31, 2016	Bioinformatics		
10.1101/072603	August 31, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/072660	August 31, 2016	Physiology	CC BY-NC-ND	4.0
10.1101/072678	August 31, 2016	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/072579	August 31, 2016	Systems Biology		
10.1101/072645	August 31, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/072454	August 31, 2016	Microbiology		
10.1101/072546	August 31, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/071597	August 31, 2016	Neuroscience	CC BY-ND	4.0
10.1101/072736	August 31, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/072652	August 31, 2016	Epidemiology	CC BY-ND	4.0
10.1101/072413	August 31, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/072710	August 31, 2016	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/072488	August 31, 2016	Genetics		
10.1101/070185	August 31, 2016	Biochemistry		
10.1101/072512	August 31, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/072504	August 31, 2016	Pathology		
10.1101/072561	August 31, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/072538	August 31, 2016	Neuroscience		
10.1101/072520	August 31, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/072462	August 31, 2016	Ecology		
10.1101/072496	August 31, 2016	Evolutionary Biology	CC BY-ND	4.0
10.1101/071019	August 31, 2016	Bioinformatics	CC BY	4.0
10.1101/072470	August 31, 2016	Microbiology	CC BY-ND	4.0
10.1101/072447	August 31, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/073098	September 2, 2016	Epidemiology	CC BY-ND	4.0
10.1101/071779	September 2, 2016	Epidemiology	CC BY-ND	4.0
10.1101/073064	September 2, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/073130	September 2, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/073197	September 2, 2016	Microbiology		
10.1101/073114	September 2, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/073171	September 2, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/073163	September 2, 2016	Neuroscience		
10.1101/068866	September 2, 2016	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/073148	September 2, 2016	Physiology		
10.1101/072793	September 2, 2016	Neuroscience	CC BY-NC	4.0
10.1101/073213	September 3, 2016	Plant Biology		
10.1101/073239	September 3, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/062067	September 3, 2016	Plant Biology	CC BY-NC	4.0
10.1101/073247	September 3, 2016	Plant Biology	CC BY	4.0
10.1101/073189	September 3, 2016	Bioinformatics		
10.1101/073387	September 4, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/073346	September 4, 2016	Biophysics		
10.1101/073270	September 4, 2016	Bioengineering		
10.1101/073205	September 5, 2016	Physiology		
10.1101/073528	September 5, 2016	Evolutionary Biology		
10.1101/073460	September 5, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/073585	September 5, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/073437	September 5, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/073478	September 5, 2016	Systems Biology		
10.1101/073494	September 5, 2016	Neuroscience	CC BY	4.0
10.1101/072595	September 5, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/073262	September 5, 2016	Animal Behavior and Cognition	CC BY	4.0
10.1101/073569	September 5, 2016	Neuroscience	CC BY	4.0
10.1101/073510	September 5, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/073577	September 5, 2016	Ecology		
10.1101/073445	September 5, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/073403	September 5, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/073551	September 5, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/073395	September 5, 2016	Bioinformatics		
10.1101/073411	September 5, 2016	Biochemistry		
10.1101/073221	September 4, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/073296	September 4, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/073254	September 4, 2016	Bioinformatics		
10.1101/073106	September 4, 2016	Ecology	CC BY-NC	4.0
10.1101/073304	September 4, 2016	Evolutionary Biology	CC BY-NC	4.0
10.1101/073379	September 4, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/073312	September 4, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/073320	September 4, 2016	Evolutionary Biology	CC BY	4.0
10.1101/073650	September 6, 2016	Microbiology		
10.1101/073791	September 6, 2016	Genomics		
10.1101/073817	September 6, 2016	Systems Biology	CC BY-ND	4.0
10.1101/073874	September 6, 2016	Neuroscience	CC BY	4.0
10.1101/073742	September 6, 2016	Neuroscience		
10.1101/073635	September 6, 2016	Evolutionary Biology		
10.1101/073809	September 6, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/073825	September 6, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/073759	September 6, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/073833	September 6, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/073841	September 6, 2016	Synthetic Biology	CC BY-ND	4.0
10.1101/073643	September 6, 2016	Genomics		
10.1101/073593	September 6, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/065698	September 6, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/073684	September 6, 2016	Evolutionary Biology	CC BY-ND	4.0
10.1101/070805	September 6, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/073726	September 6, 2016	Genomics		
10.1101/073924	September 7, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/073940	September 7, 2016	Neuroscience	CC BY	4.0
10.1101/073932	September 7, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/073965	September 7, 2016	Microbiology		
10.1101/073908	September 7, 2016	Molecular Biology	CC BY	4.0
10.1101/074096	September 8, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/074112	September 8, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/073692	September 8, 2016	Genomics	CC BY	4.0
10.1101/074153	September 8, 2016	Genomics		
10.1101/074104	September 8, 2016		CC BY	4.0
10.1101/074062	September 8, 2016	Epidemiology		
10.1101/074088	September 8, 2016	Epidemiology	CC BY-ND	4.0
10.1101/074070	September 8, 2016	Genetics		
10.1101/073700	September 8, 2016	Epidemiology	CC BY-NC-ND	4.0
10.1101/074047	September 8, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/073619	September 8, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/073999	September 8, 2016		CC BY	4.0
10.1101/073783	September 8, 2016	Neuroscience	CC BY	4.0
10.1101/073668	September 8, 2016	Bioinformatics		
10.1101/073973	September 8, 2016	Bioinformatics	CC BY	4.0
10.1101/073981	September 8, 2016	Neuroscience		
10.1101/073676	September 8, 2016	Systems Biology		
10.1101/074237	September 9, 2016	Synthetic Biology	CC BY-NC	4.0
10.1101/074401	September 9, 2016	Systems Biology		
10.1101/074369	September 9, 2016		CC BY-NC-ND	4.0
10.1101/074328	September 9, 2016	Ecology	CC BY-ND	4.0
10.1101/074385	September 9, 2016	Genomics	CC BY	4.0
10.1101/074484	September 9, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/074294	September 9, 2016	Genomics		
10.1101/073734	September 9, 2016		CC BY-NC-ND	4.0
10.1101/074443	September 9, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/074310	September 9, 2016			
10.1101/074450	September 9, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/074161	September 9, 2016	Bioinformatics		
10.1101/074245	September 9, 2016	Bioinformatics		
10.1101/074419	September 9, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/074351	September 9, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/074138	September 9, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/074500	September 10, 2016	Microbiology	CC BY-ND	4.0
10.1101/074518	September 10, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/074393	September 10, 2016	Ecology	CC BY-ND	4.0
10.1101/074336	September 10, 2016	Ecology		
10.1101/074260	September 10, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/073452	September 10, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/074377	September 10, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/074492	September 10, 2016	Ecology		
10.1101/074625	September 11, 2016	Biophysics	CC BY-NC-ND	4.0
10.1101/074641	September 11, 2016	Systems Biology	CC BY-ND	4.0
10.1101/074617	September 11, 2016	Bioinformatics		
10.1101/074633	September 11, 2016	Ecology	CC BY-NC	4.0
10.1101/074690	September 11, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/074658	September 11, 2016	Neuroscience		
10.1101/074666	September 11, 2016	Neuroscience		
10.1101/074682	September 11, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/074559	September 11, 2016	Biochemistry		
10.1101/074542	September 11, 2016	Molecular Biology		
10.1101/074609	September 11, 2016	Neuroscience		
10.1101/074286	September 12, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/074773	September 12, 2016	Biochemistry	CC BY	4.0
10.1101/074757	September 12, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/074823	September 12, 2016	Molecular Biology	CC BY-ND	4.0
10.1101/074781	September 12, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/074732	September 12, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/074799	September 12, 2016	Neuroscience	CC BY-ND	4.0
10.1101/074849	September 12, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/074807	September 12, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/074716	September 12, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/074831	September 12, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/074724	September 12, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/074591	September 12, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/074708	September 12, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/074344	September 12, 2016	Immunology		
10.1101/074252	September 12, 2016	Bioinformatics		
10.1101/076844	September 22, 2016	Genomics	CC BY	4.0
10.1101/076901	September 22, 2016	Genomics	CC BY-ND	4.0
10.1101/076968	September 22, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/076927	September 22, 2016	Bioinformatics	CC BY	4.0
10.1101/076984	September 22, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/076729	September 22, 2016	Genomics		
10.1101/075713	September 22, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/075457	September 22, 2016	Bioinformatics	CC BY	4.0
10.1101/076810	September 22, 2016	Genetics	CC BY	4.0
10.1101/076745	September 22, 2016	Genomics	CC BY-ND	4.0
10.1101/076760	September 22, 2016	Evolutionary Biology		
10.1101/076828	September 22, 2016	Evolutionary Biology		
10.1101/076711	September 22, 2016	Pharmacology	CC BY-NC-ND	4.0
10.1101/076851	September 22, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/076752	September 22, 2016	Biophysics	CC BY-NC-ND	4.0
10.1101/076331	September 22, 2016	Genomics	CC BY	4.0
10.1101/076836	September 22, 2016	Ecology	CC BY-ND	4.0
10.1101/076562	September 22, 2016	Genomics		
10.1101/073718	September 22, 2016	Epidemiology		
10.1101/076521	September 22, 2016	Epidemiology		
10.1101/076679	September 21, 2016	Genetics	CC BY	4.0
10.1101/076695	September 21, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/076703	September 21, 2016	Developmental Biology	CC BY-NC-ND	4.0
10.1101/076661	September 21, 2016	Biophysics		
10.1101/076448	September 21, 2016	Neuroscience		
10.1101/076497	September 21, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/076422	September 21, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/076414	September 21, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/076570	September 21, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/076430	September 21, 2016	Microbiology		
10.1101/076398	September 21, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/076125	September 21, 2016	Cell Biology	CC BY-ND	4.0
10.1101/076364	September 21, 2016	Systems Biology		
10.1101/076463	September 21, 2016	Bioinformatics		
10.1101/076356	September 21, 2016	Cell Biology		
10.1101/076687	September 21, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/075879	September 21, 2016	Neuroscience	CC BY-ND	4.0
10.1101/076455	September 21, 2016	Neuroscience		
10.1101/076653	September 21, 2016	Cancer Biology	CC BY-NC	4.0
10.1101/076547	September 21, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/076596	September 21, 2016	Microbiology	CC BY	4.0
10.1101/076620	September 21, 2016	Bioinformatics	CC BY	4.0
10.1101/076554	September 21, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/076646	September 21, 2016	Bioinformatics		
10.1101/076505	September 21, 2016	Neuroscience		
10.1101/076638	September 21, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/076604	September 21, 2016	Cell Biology		
10.1101/076513	September 21, 2016	Cell Biology	CC BY-NC	4.0
10.1101/076026	September 21, 2016	Genetics		
10.1101/059584	September 21, 2016	Bioinformatics	CC BY	4.0
10.1101/075382	September 21, 2016	Genomics	CC BY	4.0
10.1101/076273	September 20, 2016	Molecular Biology		
10.1101/076232	September 20, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/076315	September 20, 2016	Evolutionary Biology		
10.1101/076299	September 20, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/076307	September 20, 2016	Neuroscience	CC BY-ND	4.0
10.1101/076091	September 20, 2016	Cell Biology		
10.1101/076265	September 20, 2016	Physiology		
10.1101/076190	September 20, 2016	Evolutionary Biology	CC BY	4.0
10.1101/076257	September 20, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/076182	September 20, 2016	Zoology	CC BY-NC-ND	4.0
10.1101/063933	September 20, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/076208	September 20, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/076158	September 20, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/076240	September 20, 2016	Neuroscience		
10.1101/075986	September 20, 2016	Neuroscience		
10.1101/076224	September 20, 2016	Systems Biology	CC BY-ND	4.0
10.1101/076216	September 20, 2016	Genomics		
10.1101/076083	September 19, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/076174	September 19, 2016	Zoology	CC BY-NC-ND	4.0
10.1101/076109	September 19, 2016	Biophysics	CC BY-NC-ND	4.0
10.1101/076000	September 19, 2016	Bioinformatics	CC BY	4.0
10.1101/076133	September 19, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/076166	September 19, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/076067	September 19, 2016	Bioinformatics	CC BY	4.0
10.1101/075978	September 19, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/064907	September 19, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/075135	September 19, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/075861	September 19, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/075960	September 19, 2016	Genetics	CC BY-NC	4.0
10.1101/075911	September 19, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/075754	September 19, 2016	Pharmacology		
10.1101/076042	September 19, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/075929	September 19, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/075812	September 19, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/075804	September 19, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/075945	September 19, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/076117	September 19, 2016	Genomics	CC BY-NC	4.0
10.1101/075895	September 19, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/075994	September 19, 2016	Bioinformatics	CC BY	4.0
10.1101/075747	September 19, 2016	Microbiology		
10.1101/075853	September 19, 2016	Neuroscience	CC BY-NC	4.0
10.1101/075101	September 19, 2016	Bioinformatics		
10.1101/075788	September 19, 2016	Neuroscience		
10.1101/075820	September 19, 2016	Biophysics	CC BY-NC-ND	4.0
10.1101/075796	September 19, 2016	Cell Biology	CC BY	4.0
10.1101/075846	September 19, 2016	Cancer Biology	CC BY-NC-ND	4.0
10.1101/075887	September 19, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/073957	September 19, 2016	Genomics	CC BY	4.0
10.1101/075721	September 17, 2016	Genetics		
10.1101/075762	September 17, 2016	Microbiology	CC BY-NC	4.0
10.1101/075580	September 16, 2016	Evolutionary Biology	CC BY	4.0
10.1101/075333	September 16, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/075705	September 16, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/075663	September 16, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/075697	September 16, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/075408	September 16, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/075598	September 16, 2016	Ecology		
10.1101/075671	September 16, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/075655	September 16, 2016	Biophysics	CC BY-ND	4.0
10.1101/074955	September 16, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/075481	September 16, 2016	Bioinformatics	CC BY	4.0
10.1101/075309	September 16, 2016	Developmental Biology	CC BY-NC	4.0
10.1101/075515	September 16, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/075549	September 16, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/075523	September 16, 2016	Genomics		
10.1101/075556	September 16, 2016	Cell Biology		
10.1101/072298	September 16, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/075465	September 16, 2016	Neuroscience		
10.1101/075432	September 15, 2016	Scientific Communication and Education	CC BY-NC-ND	4.0
10.1101/075366	September 15, 2016	Systems Biology		
10.1101/075341	September 15, 2016	Neuroscience	CC BY-NC	4.0
10.1101/075416	September 15, 2016	Genomics	CC BY-ND	4.0
10.1101/075283	September 15, 2016	Neuroscience		
10.1101/075275	September 15, 2016	Neuroscience	CC BY	4.0
10.1101/075374	September 15, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/075358	September 15, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/074997	September 15, 2016	Microbiology	CC BY	4.0
10.1101/075317	September 15, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/075291	September 15, 2016	Microbiology	CC BY	4.0
10.1101/075325	September 15, 2016	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/075200	September 14, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/075069	September 14, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/075176	September 14, 2016	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/074922	September 14, 2016	Plant Biology	CC BY	4.0
