DOI	Author	Standard_Author
10.1101/001552	Fedor Platonov	Fedor Platonov
10.1101/001552	Fouad Berrada	Fouad Berrada
10.1101/001552	Francesca Brisighelli	Francesca Brisighelli
10.1101/001552	Francesco Cali	Francesco Cali
10.1101/001552	Francisco Rothhammer	Francisco Rothhammer
10.1101/001552	Fredrik Hallgren	Fredrik Hallgren
10.1101/001552	Gabriel Bedoya	Gabriel Bedoya
10.1101/001552	Gabriel Renaud	Gabriel Renaud
10.1101/001552	George Ayodo	George Ayodo
10.1101/001552	George B.J. Busby	George Busby
10.1101/001552	George van Driem	George van Driem
10.1101/001552	Graciela Baillet	Graciela Baillet
10.1101/001552	Haim Ben-Ami	Haim Ben-Ami
10.1101/001552	Hamza A. Babiker	Hamza Babiker
10.1101/001552	Heng Li	Heng Li
10.1101/001552	Hovhannes Sahakyan	Hovhannes Sahakyan
10.1101/001552	Igor Rudan	Igor Rudan
10.1101/001552	Ingrida Uktveryte	Ingrida Uktveryte
10.1101/001552	Iosif Lazaridis	Iosif Lazaridis
10.1101/001552	Irene Gallego Romero	Irene Romero
10.1101/001552	Janet Kelso	Janet Kelso
10.1101/001552	Jean-Michel Dugoujon	Jean-Michel Dugoujon
10.1101/001552	Jean-Michel Guinet	Jean-Michel Guinet
10.1101/001552	Joachim Burger	Joachim Burger
10.1101/001552	Joachim Wahl	Joachim Wahl
10.1101/001552	Joanna Mountain	Joanna Mountain
10.1101/001552	Johannes Krause	Johannes Krause
10.1101/001552	Joshua G. Schraiber	Joshua Schraiber
10.1101/001552	Judit Bene	Judit Bene
10.1101/001552	Julio Molina	Julio Molina
10.1101/001552	Juri Parik	Juri Parik
10.1101/001552	Karola Kirsanow	Karola Kirsanow
10.1101/001552	Kay Prufer	Kay Prufer
10.1101/001552	Kirsten Bos	Kirsten Bos
10.1101/001552	Klemetti Nakkalajarvi	Klemetti Nakkalajarvi
10.1101/001552	Kumarasamy Thangaraj	Kumarasamy Thangaraj
10.1101/001552	Lalji Singh	Lalji Singh
10.1101/001552	Larissa Damba	Larissa Damba
10.1101/001552	Leila Laredj	Leila Laredj
10.1101/001552	Levon Yepiskoposyan	Levon Yepiskoposyan
10.1101/001552	Ludmila Osipova	Ludmila Osipova
10.1101/001552	Mait Metspalu	Mait Metspalu
10.1101/001552	Marina Gubina	Marina Gubina
10.1101/001552	Mark G. Thomas	Mark Thomas
10.1101/001552	Mark Lipson	Mark Lipson
10.1101/001552	Matthias Meyer	Matthias Meyer
10.1101/001552	Mercedes Villena	Mercedes Villena
10.1101/001552	Michael Francken	Michael Francken
10.1101/001552	Michael Hammer	Michael Hammer
10.1101/001552	Mikhail Churnosov	Mikhail Churnosov
10.1101/001552	Mikhail Voevoda	Mikhail Voevoda
10.1101/001552	Montgomery Slatkin	Montgomery Slatkin
10.1101/001552	Nadin Rohland	Nadin Rohland
10.1101/001552	Nick Patterson	Nick Patterson
10.1101/001552	Oleg Balanovsky	Oleg Balanovsky
10.1101/001552	Olga L. Posukh	Olga Posukh
10.1101/001552	Olga Utevska	Olga Utevska
10.1101/001552	Peter H. Sudmant	Peter Sudmant
10.1101/001552	Pierre Zalloua	Pierre Zalloua
10.1101/001552	Qiaomei Fu	Qiaomei Fu
10.1101/001552	Ramiro Barrantes	Ramiro Barrantes
10.1101/001552	Rem Sukernik	Rem Sukernik
10.1101/001552	Rene Vasquez	Rene Vasquez
10.1101/001552	Richard Villems	Richard Villems
10.1101/001552	Rick Kittles	Rick Kittles
10.1101/001552	Rita Khusainova	Rita Khusainova
10.1101/001552	Robert W. Mahley	Robert Mahley
10.1101/001552	Ruslan Ruizbakiev	Ruslan Ruizbakiev
10.1101/001552	Ruth Bollongino	Ruth Bollongino
10.1101/001552	Sarah A. Tishkoff	Sarah Tishkoff
10.1101/001552	Sardana A. Fedorova	Sardana Fedorova
10.1101/001552	Sena Karachanak-Yankova	Sena Karachanak-Yankova
10.1101/001552	Sergey Litvinov	Sergey Litvinov
10.1101/001552	Sergi Castellano	Sergi Castellano
10.1101/001552	Shahlo Turdikulova	Shahlo Turdikulova
10.1101/001552	Stanislav Dryomov	Stanislav Dryomov
10.1101/001552	Susanna Sawyer	Susanna Sawyer
10.1101/001552	Susanne Nordenfelt	Susanne Nordenfelt
10.1101/001552	Svante Paabo	Svante Paabo
10.1101/001552	Swapan Mallick	Swapan Mallick
10.1101/001552	Tatijana Zemunik	Tatijana Zemunik
10.1101/001552	Theologos Loukidis	Theologos Loukidis
10.1101/001552	Thomas Nyambo	Thomas Nyambo
10.1101/001552	Toomas Kivisild	Toomas Kivisild
10.1101/001552	Tor Helvig	Tor Helvig
10.1101/001552	Ugur Hodoglugil	Ugur Hodoglugil
10.1101/001552	Vaidutis Kucinskas	Vaidutis Kucinskas
10.1101/001552	Valentino Romano	Valentino Romano
10.1101/001552	William Klitz	William Klitz
10.1101/001552	Wolfgang Haak	Wolfgang Haak
10.1101/001586	Rodrick Wallace	Rodrick Wallace
10.1101/001594	Shermin de Silva	Shermin de Silva
10.1101/001594	Tennekoon Pushpakumara	Tennekoon Pushpakumara
10.1101/001594	Udaya S Weerathunga	Udaya Weerathunga
10.1101/001602	Raymond J Deshaies	Raymond Deshaies
10.1101/001602	Senthil K Radhakrishnan	Senthil Radhakrishnan
10.1101/001602	Willem den Besten	Willem Besten
10.1101/001610	Peter R Law	Peter Law
10.1101/001610	Wayne L Linklater	Wayne Linklater
10.1101/001636	Cliff Vuong	Cliff Vuong
10.1101/001636	Jason Moore	Jason Moore
10.1101/001636	Jesse Cushman	Jesse Cushman
10.1101/001636	Lavanya Acharya	Lavanya Acharya
10.1101/001636	Mayank Mehta	Mayank Mehta
10.1101/001636	Zahra Aghajan	Zahra Aghajan
10.1101/001651	Andreas Witzel	Andreas Witzel
10.1101/001651	Bud Mishra	Bud Mishra
10.1101/001651	Loes Olde Loohuis	Loes Loohuis
10.1101/001669	Bud (Bhubaneswar) Mishra	Bud Mishra
10.1101/001669	Paolo Ferragina	Paolo Ferragina
10.1101/001677	Daniel B Stouffer	Daniel Stouffer
10.1101/001677	Dominique Gravel	Dominique Gravel
10.1101/001677	Timothee Poisot	Timothee Poisot
10.1101/001685	Casey W. Dunn	Casey Dunn
10.1101/001685	Felipe Zapata	Felipe Zapata
10.1101/001685	Freya E. Goetz	Freya Goetz
10.1101/001685	Pathikrit Bhattacharyya	Pathikrit Bhattacharyya
10.1101/001685	Samuel H. Church	Samuel Church
10.1101/001685	Stefan Siebert	Stefan Siebert
10.1101/001685	Steven H.D. Haddock	Steven Haddock
10.1101/001693	Abhishek Mukhopadhyay	Abhishek Mukhopadhyay
10.1101/001693	Hang Zhang	Hang Zhang
10.1101/001693	Jianhua Xing	Jianhua Xing
10.1101/001693	Kenneth S Kim	Kenneth Kim
10.1101/001693	XIAO-JUN TIAN	XIAO-JUN TIAN
10.1101/001701	Andrew B Fielding	Andrew Fielding
10.1101/001701	Gisela Gassner	Gisela Gassner
10.1101/001701	Nicholas J Carter	Nicholas Carter
10.1101/001701	Satdip Kaur	Satdip Kaur
10.1101/001701	Stephen J Royle	Stephen Royle
10.1101/001719	Aysam Guerler	Aysam Guerler
10.1101/001719	Gilbert S. Omenn	Gilbert Omenn
10.1101/001719	Hongdong Li	Hongdong Li
10.1101/001719	Rajasree Menon	Rajasree Menon
10.1101/001719	Ridvan Eksi	Ridvan Eksi
10.1101/001719	Yang Zhang	Yang Zhang
10.1101/001719	Yuanfang Guan	Yuanfang Guan
10.1101/001727	Dana R Kadavy	Dana Kadavy
10.1101/001727	Krista L Ternus	Krista Ternus
10.1101/001727	Samuel Minot	Samuel Minot
10.1101/001727	Stephen D Turner	Stephen Turner
10.1101/001735	Jomar Fajardo Rabajante	Jomar Rabajante
10.1101/001743	Anna K Brown	Anna Brown
10.1101/001743	David J Stephens	David Stephens
10.1101/001743	Sylvie D Hunt	Sylvie Hunt
10.1101/001750	Austin Kwong	Austin Kwong
10.1101/001750	Dennis Evangelista	Dennis Evangelista
10.1101/001750	Homayun Mehrabani	Homayun Mehrabani
10.1101/001750	Kyle Tse	Kyle Tse
10.1101/001750	Robert Dudley	Robert Dudley
10.1101/001750	Sharlene Cam	Sharlene Cam
10.1101/001750	Tony Huynh	Tony Huynh
10.1101/001768	Alan Bush	Alan Bush
10.1101/001768	Alejandro Colman-Lerner	Alejandro Colman-Lerner
10.1101/001768	David L.I. Janzen	David Janzen
10.1101/001768	Gunnar Cedersund	Gunnar Cedersund
10.1101/001768	Lucia Durrieu	Lucia Durrieu
10.1101/001768	Martin Gollvik	Martin Gollvik
10.1101/001768	Rikard Johansson	Rikard Johansson
10.1101/001776	Christian von Mering	Christian von Mering
10.1101/001776	Haoyang Cai	Haoyang Cai
10.1101/001776	Homayoun C Bagheri	Homayoun Bagheri
10.1101/001776	Mark Robinson	Mark Robinson
10.1101/001776	Michael Baudis	Michael Baudis
10.1101/001776	Nitin Kumar	Nitin Kumar
10.1101/001784	Daniel Paul Rice	Daniel Rice
10.1101/001784	Elizabeth Jerison	Elizabeth Jerison
10.1101/001784	Michael M Desai	Michael Desai
10.1101/001784	Sergey Kryazhimskiy	Sergey Kryazhimskiy
10.1101/001792	Albert Ko	Albert Ko
10.1101/001792	Anne Butthof	Anne Butthof
10.1101/001792	Gabriel Renaud	Gabriel Renaud
10.1101/001792	Hongyang Xu	Hongyang Xu
10.1101/001792	Mark Stoneking	Mark Stoneking
10.1101/001792	Mingkun Li	Mingkun Li
10.1101/001792	Roland Schroeder	Roland Schroeder
10.1101/001792	Sebastian Lippold	Sebastian Lippold
10.1101/001800	Alex Mogilner	Alex Mogilner
10.1101/001800	Allison J Jackson	Allison Jackson
10.1101/001800	David JP Ferguson	David Ferguson
10.1101/001800	Gurmann Pall	Gurmann Pall
10.1101/001800	Isabelle Tardieux	Isabelle Tardieux
10.1101/001800	Jamie A Whitelaw	Jamie Whitelaw
10.1101/001800	Jennifer A Black	Jennifer Black
10.1101/001800	Markus Meissner	Markus Meissner
10.1101/001800	Nicole Andenmatten	Nicole Andenmatten
10.1101/001800	Saskia Egarter	Saskia Egarter
10.1101/001818	Amos Maritan	Amos Maritan
10.1101/001818	Filippo Simini	Filippo Simini
10.1101/001818	Jayanth Banavar	Jayanth Banavar
10.1101/001818	Samir Suweis	Samir Suweis
10.1101/001826	Alison Cameron	Alison Cameron
10.1101/001826	Katie Leach	Katie Leach
10.1101/001826	Neil Reid	Neil Reid
10.1101/001826	Ruth Kelly	Ruth Kelly
10.1101/001826	W.Ian Montgomery	W.Ian Montgomery
10.1101/001834	Anna-Sophie Fiston-Lavier	Anna-Sophie Fiston-Lavier
10.1101/001834	Dmitri A Petrov	Dmitri Petrov
10.1101/001834	Dmitry Pushkarev	Dmitry Pushkarev
10.1101/001834	Joanna L Kelley	Joanna Kelley
10.1101/001834	Michael Kertesz	Michael Kertesz
10.1101/001834	Rajiv C McCoy	Rajiv McCoy
10.1101/001834	Ryan W Taylor	Ryan Taylor
10.1101/001834	Timothy A Blauwkamp	Timothy Blauwkamp
10.1101/001842	Anders Eriksson	Anders Eriksson
10.1101/001842	Andrea Manica	Andrea Manica
10.1101/001842	Bernhard Mehlig	Bernhard Mehlig
10.1101/001842	Federico Elias-Wolff	Federico Elias-Wolff
10.1101/001867	David Morrison	David Morrison
10.1101/001867	Meaghan E. Jenkins	Meaghan Jenkins
10.1101/001867	Tony D. Auld	Tony Auld
10.1101/001875	David Morrison	David Morrison
10.1101/001883	Asaf Madi	Asaf Madi
10.1101/001883	Benny Chain	Benny Chain
10.1101/001883	Eric Shifrut	Eric Shifrut
10.1101/001883	Hila Gal	Hila Gal
10.1101/001883	John Shawe-Taylor	John Shawe-Taylor
10.1101/001883	Katharine Best	Katharine Best
10.1101/001883	Mattia Cinelli	Mattia Cinelli
10.1101/001883	Niclas Thomas	Niclas Thomas
10.1101/001883	Nir Friedman	Nir Friedman
10.1101/001883	Shlomit Reich-Zeliger	Shlomit Reich-Zeliger
10.1101/001891	Antonella De Luca	Antonella De Luca
10.1101/001891	Carlotta De Filippo	Carlotta De Filippo
10.1101/001891	Cristina Massi-Benedetti	Cristina Massi-Benedetti
10.1101/001891	Damariz Rivero	Damariz Rivero
10.1101/001891	Duccio Cavalieri	Duccio Cavalieri
10.1101/001891	Irene Stefanini	Irene Stefanini
10.1101/001891	Ivo G Gut	Ivo Gut
10.1101/001891	Jean-Luc Legras	Jean-Luc Legras
10.1101/001891	Leonardo Dapporto	Leonardo Dapporto
10.1101/001891	Lisa Rizzetto	Lisa Rizzetto
10.1101/001891	Luigina Romani	Luigina Romani
10.1101/001891	Luisa Berna	Luisa Berna
10.1101/001891	Marta Gut	Marta Gut
10.1101/001891	Matteo Ramazzotti	Matteo Ramazzotti
10.1101/001891	Monica Bayes	Monica Bayes
10.1101/001891	Monica Di Paola	Monica Di Paola
10.1101/001891	Paolo Lionetti	Paolo Lionetti
10.1101/001891	Roberto Viola	Roberto Viola
10.1101/001909	Adam Frankish	Adam Frankish
10.1101/001909	Alfonso Valencia	Alfonso Valencia
10.1101/001909	David Juan	David Juan
10.1101/001909	Iakes Ezkurdia	Iakes Ezkurdia
10.1101/001909	Jennifer L Harrow	Jennifer Harrow
10.1101/001909	Jesus Vazquez	Jesus Vazquez
10.1101/001909	Jose Manuel Rodriguez	Jose Rodriguez
10.1101/001909	Mark Deikhans	Mark Deikhans
10.1101/001909	Michael Tress	Michael Tress
10.1101/001917	Alexander George Fletcher	Alexander Fletcher
10.1101/001917	Gabriel Rosser	Gabriel Rosser
10.1101/001917	Judith P. Armitage	Judith Armitage
10.1101/001917	Ruth E. Baker	Ruth Baker
10.1101/001925	Bill Magnusson	Bill Magnusson
10.1101/001925	David Hughes	David Hughes
10.1101/001925	Fabricio Baccaro	Fabricio Baccaro
10.1101/001925	Harry Evans	Harry Evans
10.1101/001925	Joao Araujo	Joao Araujo
10.1101/001925	Jorge Souza	Jorge Souza
10.1101/001933	Aurelien Tellier	Aurelien Tellier
10.1101/001933	Christophe Lemaire	Christophe Lemaire
10.1101/001941	Cameron R. Turner	Cameron Turner
10.1101/001941	Charles C.Y. Xu	Charles Xu
10.1101/001941	Christopher L. Jerde	Christopher Jerde
10.1101/001941	David M. Lodge	David Lodge
10.1101/001941	Matthew A. Barnes	Matthew Barnes
10.1101/001941	Stuart E. Jones	Stuart Jones
10.1101/001958	Alan Jackson	Alan Jackson
10.1101/001958	Brian S Hilbush	Brian Hilbush
10.1101/001958	David Ware	David Ware
10.1101/001958	Francisco M De La Vega	Francisco De La Vega
10.1101/001958	John G Cleary	John Cleary
10.1101/001958	Kurt Gaastra	Kurt Gaastra
10.1101/001958	Len Trigg	Len Trigg
10.1101/001958	Mehul Rathod	Mehul Rathod
10.1101/001958	Minita Shah	Minita Shah
10.1101/001958	Richard Littin	Richard Littin
10.1101/001958	Ross Braithwaite	Ross Braithwaite
10.1101/001958	Sahar Nohzadeh-Malakshah	Sahar Nohzadeh-Malakshah
10.1101/001958	Sean A Irvine	Sean Irvine
10.1101/001958	Stuart Inglis	Stuart Inglis
10.1101/001966	Pablo Cordero	Pablo Cordero
10.1101/001966	Rhiju Das	Rhiju Das
10.1101/001966	Siqi Tian	Siqi Tian
10.1101/001966	Wipapat Kladwang	Wipapat Kladwang
10.1101/001974	Philippe Henry	Philippe Henry
10.1101/001974	Xilin Deng	Xilin Deng
10.1101/001982	Minjung Shin	Minjung Shin
10.1101/001982	Shreelatha Bhat	Shreelatha Bhat
10.1101/001982	Suhyoung Bahk	Suhyoung Bahk
10.1101/001982	Walton D. Jones	Walton Jones
10.1101/001982	Young-Joon Kim	Young-Joon Kim
10.1101/001990	Anna Varizhuk	Anna Varizhuk
10.1101/001990	Dmitry Ischenko	Dmitry Ischenko
10.1101/001990	Dmitry Kaluzhny	Dmitry Kaluzhny
10.1101/001990	Galina Pozmogova	Galina Pozmogova
10.1101/001990	Igor Smirnov	Igor Smirnov
10.1101/001990	Olga Tatarinova	Olga Tatarinova
10.1101/001990	Roman Novikov	Roman Novikov
10.1101/001990	Vladimir Naumov	Vladimir Naumov
10.1101/001990	Vladimir Tsvetkov	Vladimir Tsvetkov
10.1101/001990	Vyacheslav Severov	Vyacheslav Severov
10.1101/002006	Guiyun Xu	Guiyun Xu
10.1101/002006	Guoqiang Yi	Guoqiang Yi
10.1101/002006	Jianfeng Liu	Jianfeng Liu
10.1101/002006	Lujiang Qu	Lujiang Qu
10.1101/002006	Ning Yang	Ning Yang
10.1101/002006	Yiyuan Yan	Yiyuan Yan
10.1101/002014	Gilad Liberman	Gilad Liberman
10.1101/002014	Jacob Glanville	Jacob Glanville
10.1101/002014	Jennifer Benichou	Jennifer Benichou
10.1101/002014	Lea Tsaban	Lea Tsaban
10.1101/002014	yaakov maman	yaakov maman
10.1101/002014	yoram louzoun	yoram louzoun
10.1101/002022	Raji Heyrovska	Raji Heyrovska
10.1101/002048	Kyle Beauchamp	Kyle Beauchamp
10.1101/002048	Rhiju Das	Rhiju Das
10.1101/002048	Vijay Pande	Vijay Pande
10.1101/002063	Abigail J Carpenter	Abigail Carpenter
10.1101/002063	Barry J Bradford	Barry Bradford
10.1101/002063	John C Clay	John Clay
10.1101/002063	Katie Hinde	Katie Hinde
10.1101/002071	Hai-Jun Li	Hai-Jun Li
10.1101/002071	Ling-Jia Tang	Ling-Jia Tang
10.1101/002071	Qi-Hua Zhao	Qi-Hua Zhao
10.1101/002071	Rui-Ping Wan	Rui-Ping Wan
10.1101/002071	Shu-Jing Liu	Shu-Jing Liu
10.1101/002071	Ting Liu	Ting Liu
10.1101/002071	Wei-Ping Liao	Wei-Ping Liao
10.1101/002071	Xiao-Fang Sun	Xiao-Fang Sun
10.1101/002071	Yong-Hong Yi	Yong-Hong Yi
10.1101/002071	Yue-Sheng Long	Yue-Sheng Long
10.1101/002097	Yuande Tan	Yuande Tan
10.1101/002105	Johannes Engelken	Johannes Engelken
10.1101/002105	Matthias Altmeyer	Matthias Altmeyer
10.1101/002105	Renty B Franklin	Renty Franklin
10.1101/002121	Christopher J Mungall	Christopher Mungall
10.1101/002121	Francesco Strozzi	Francesco Strozzi
10.1101/002121	Jerven Bolleman	Jerven Bolleman
10.1101/002121	Joachim Baran	Joachim Baran
10.1101/002121	Michel Dumontier	Michel Dumontier
10.1101/002121	Peter J A Cock	Peter Cock
10.1101/002121	Raoul J P Bonnal	Raoul Bonnal
10.1101/002121	Robert Buels	Robert Buels
10.1101/002121	Robert Hoehndorf	Robert Hoehndorf
10.1101/002121	Takatomo Fujisawa	Takatomo Fujisawa
10.1101/002121	Toshiaki Katayama	Toshiaki Katayama
10.1101/002139	David N Olivieri	David Olivieri
10.1101/002139	Francisco Gambon-Deza	Francisco Gambon-Deza
10.1101/002147	Anne Dubuis	Anne Dubuis
10.1101/002147	Antoine Guisan	Antoine Guisan
10.1101/002147	Jean-Nicolas Pradervand	Jean-Nicolas Pradervand
10.1101/002147	Loic Pellissier	Loic Pellissier
10.1101/002147	Luigi Maiorano	Luigi Maiorano
10.1101/002147	Mary S. Wisz	Mary Wisz
10.1101/002147	Vincent Sonnay	Vincent Sonnay
10.1101/002170	Adriana Jager	Adriana Jager
10.1101/002170	Gaston Westergaard	Gaston Westergaard
10.1101/002170	Javier De Gaudenzi	Javier De Gaudenzi
10.1101/002170	Marc Laverriere	Marc Laverriere
10.1101/002170	Marina Reinert	Marina Reinert
10.1101/002170	Martin P Vazquez	Martin Vazquez
10.1101/002170	Santiago Revale	Santiago Revale
10.1101/002188	Alexander Krasnitz	Alexander Krasnitz
10.1101/002188	Guoli Sun	Guoli Sun
10.1101/002196	A. Mark Evans	A. Evans
10.1101/002196	Cornelis van Breemen	Cornelis van Breemen
10.1101/002196	Nicola Fameli	Nicola Fameli
10.1101/002196	Oluseye A. Ogunbayo	Oluseye Ogunbayo
10.1101/002204	Jianping Lu	Jianping Lu
10.1101/002204	Jing Bai	Jing Bai
10.1101/002204	Juan Chen	Juan Chen
10.1101/002204	Juan Xu	Juan Xu
10.1101/002204	Shengli Li	Shengli Li
10.1101/002204	Xia Li	Xia Li
10.1101/002204	Yongsheng Li	Yongsheng Li
10.1101/002204	Yunpeng Zhang	Yunpeng Zhang
10.1101/002204	Zheng Zhao	Zheng Zhao
10.1101/002238	Gad Abraham	Gad Abraham
10.1101/002238	Michael Inouye	Michael Inouye
10.1101/002261	Athma A. Pai	Athma Pai
10.1101/002261	Irene Gallego Romero	Irene Romero
10.1101/002261	Jenny Tung	Jenny Tung
10.1101/002261	Yoav Gilad	Yoav Gilad
10.1101/002279	Richard W Lusk	Richard Lusk
10.1101/002287	Austin G. Meyer	Austin Meyer
10.1101/002287	Claus O Wilke	Claus Wilke
10.1101/002287	Daniel Segre	Daniel Segre
10.1101/002287	Jeffrey E. Barrick	Jeffrey Barrick
10.1101/002287	Piyush Rai	Piyush Rai
10.1101/002287	Pradeep Ravikumar	Pradeep Ravikumar
10.1101/002287	Viswanadham Sridhara	Viswanadham Sridhara
10.1101/002295	Alice Wang	Alice Wang
10.1101/002295	Andrew McDavid	Andrew McDavid
10.1101/002295	Greg Finak	Greg Finak
10.1101/002295	Joseph Beechem	Joseph Beechem
10.1101/002295	Lucas Dennis	Lucas Dennis
10.1101/002295	Michael Krouse	Michael Krouse
10.1101/002295	Patrick Danaher	Patrick Danaher
10.1101/002295	Philippa Webster	Philippa Webster
10.1101/002295	Raphael Gottardo	Raphael Gottardo
10.1101/002303	Connie J. Mulligan	Connie Mulligan
10.1101/002303	David A. Hughes	David Hughes
10.1101/002303	Nicole C. Rodney	Nicole Rodney
10.1101/002311	Timothy Verstynen	Timothy Verstynen
10.1101/002329	Fabio Madeira	Fabio Madeira
10.1101/002329	Ludwig Krippahl	Ludwig Krippahl
10.1101/002337	Andre Gruning	Andre Gruning
10.1101/002337	Claudio Avignone-Rossa	Claudio Avignone-Rossa
10.1101/002337	Nelli J Beecroft	Nelli Beecroft
10.1101/002345	Fernando Racimo	Fernando Racimo
10.1101/002345	Joshua G Schraiber	Joshua Schraiber
10.1101/002352	Ayla De Paepe	Ayla De Paepe
10.1101/002352	Geert Trooskens	Geert Trooskens
10.1101/002352	Katrien Vandepitte	Katrien Vandepitte
10.1101/002352	Klaas Mensaert	Klaas Mensaert
10.1101/002352	Sandra Steyaert	Sandra Steyaert
10.1101/002352	Simon Denil	Simon Denil
10.1101/002352	Tim De Meyer	Tim De Meyer
10.1101/002352	Wim Van Criekinge	Wim Van Criekinge
10.1101/002352	Wim Vanden Berghe	Wim Berghe
10.1101/002360	Hong-Dong Li	Hong-Dong Li
10.1101/002360	Qing-Song Xu	Qing-Song Xu
10.1101/002360	Yi-Zeng Liang	Yi-Zeng Liang
10.1101/002378	Alexander RA Anderson	Alexander Anderson
10.1101/002378	Philip Gerlee	Philip Gerlee
10.1101/002386	Amy K Kiefer	Amy Kiefer
10.1101/002386	Bethann S Hromatka	Bethann Hromatka
10.1101/002386	Chuong B Do	Chuong B
10.1101/002386	David A Hinds	David Hinds
10.1101/002386	Joyce Y Tung	Joyce Tung
10.1101/002386	Nicholas Eriksson	Nicholas Eriksson
10.1101/002410	Billy Y B Lau	Billy Lau
10.1101/002410	Brittany N Cazakoff	Brittany Cazakoff
10.1101/002410	Heike Demmer	Heike Demmer
10.1101/002410	Kerensa L Crump	Kerensa Crump
10.1101/002410	Stephen David Shea	Stephen Shea
10.1101/002428	Adrian E Platts	Adrian Platts
10.1101/002428	Annabelle Haudry	Annabelle Haudry
10.1101/002428	Emily B Josephs	Emily Josephs
10.1101/002428	Khaled M Hazzouri	Khaled Hazzouri
10.1101/002428	Mathieu Blanchette	Mathieu Blanchette
10.1101/002428	Robert J Williamson	Robert Williamson
10.1101/002428	Stephen I Wright	Stephen Wright
10.1101/002436	Rodrick Wallace	Rodrick Wallace
10.1101/002444	Diana M Mitchell	Diana Mitchell
10.1101/002444	Joshua Bembenek	Joshua Bembenek
10.1101/002444	Lindsey R Uehlein	Lindsey Uehlein
10.1101/002469	Adam M Phillippy	Adam Phillippy
10.1101/002469	Christopher M Hill	Christopher Hill
10.1101/002469	Mihai Pop	Mihai Pop
10.1101/002469	Sergey Koren	Sergey Koren
10.1101/002469	Todd J Treangen	Todd Treangen
10.1101/002485	Adam Kowalczyk	Adam Kowalczyk
10.1101/002485	Ben Goudey	Ben Goudey
10.1101/002485	Dave Rawlinson	Dave Rawlinson
10.1101/002485	Eder Kikianty	Eder Kikianty
10.1101/002485	Fan Shi	Fan Shi
10.1101/002485	Gad Abraham	Gad Abraham
10.1101/002485	Izhak Haviv	Izhak Haviv
10.1101/002485	Linda Stern	Linda Stern
10.1101/002485	Michael Inouye	Michael Inouye
10.1101/002485	Qiao Wang	Qiao Wang
10.1101/002493	Aaron P Wagner	Aaron Wagner
10.1101/002493	Abhijna Parigi	Abhijna Parigi
10.1101/002493	Daniel R O'Donnell	Daniel O'Donnell
10.1101/002493	Ian Dworkin	Ian Dworkin
10.1101/002493	Jordan Fish	Jordan Fish
10.1101/002501	Charissa de Bekker	Charissa de Bekker
10.1101/002501	David P. Hughes	David Hughes
10.1101/002501	Emilia S. Gracia	Emilia Gracia
10.1101/002501	Ephraim Hanks	Ephraim Hanks
10.1101/002501	Jim Russell	Jim Russell
10.1101/002501	Kezia Manlove	Kezia Manlove
